,N,AS,MR,MS,MVP
N,97.0,0.0,1.5,0.0,1.5
AS,0.0,94.5,2.0,0.5,3.0
MR,0.5,2.0,94.0,3.0,0.5
MS,0.0,1.5,0.5,94.0,4.0
MVP,3.5000000000000004,2.5,1.0,1.5,91.5
