indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos,capa_5_rango,capa_5_error,capa_5_ortogonalidad_h,capa_5_segundos
0,N,New_N_001.wav,12-9-8-6-4,5,0.4806603484920691,126x4,4x212,12,0.06259916240496036,0.31770742466912394,0.013910500012570992,9,0.1560418689190838,0.1908771041265045,0.005094499996630475,8,0.22620111540314766,0.0929988170412263,0.004442800011020154,6,0.35925319880322115,0.07155732119350805,0.006685700005618855,4,0.46505282040456675,0.09057723831292404,0.0036902000138070434
1,N,New_N_002.wav,12-9-8-6-4,5,0.4639904533126327,126x4,4x212,12,0.055393754347773876,0.3192734660758338,0.017477900022640824,9,0.24056798432681611,0.20619446626159346,0.00930289999814704,8,0.2611351569634638,0.1722074437264009,0.006456100003561005,6,0.3153412424829031,0.15390770929522873,0.006242700008442625,4,0.4341760418609428,0.1409045605545638,0.00569969997741282
2,N,New_N_003.wav,12-9-8-6-4,5,0.4315772797309706,126x4,4x212,12,0.05878223409940749,0.355780110375396,0.018209599977126345,9,0.23718816091710573,0.1938984406570699,0.004959600017173216,8,0.22087805973053357,0.168451959716367,0.005190199997741729,6,0.3617968660433195,0.1658826017482695,0.004037799983052537,4,0.3957683068647431,0.16804744122954318,0.003482100000837818
3,N,New_N_004.wav,12-9-8-6-4,5,0.545273715030063,126x4,4x212,12,0.057825042435784,0.35142051021367066,0.01270180000574328,9,0.20585222025362113,0.1678136766240479,0.005020000011427328,8,0.1592665176346719,0.13391158070171777,0.005349699989892542,6,0.3614041545821349,0.0890647999723483,0.004085699998540804,4,0.4016677507459469,0.08340613370943066,0.003535399999236688
4,N,New_N_005.wav,12-9-8-6-4,5,0.4287377095939026,126x4,4x212,12,0.054157841601229544,0.34425334816918385,0.013397200003964826,9,0.256297407788869,0.17976555297274313,0.004643599997507408,8,0.23966537849680902,0.15496341764956925,0.004719299991847947,6,0.34637405158452417,0.14707468727529696,0.004069299990078434,4,0.43333623782980735,0.14450637291593219,0.003484999993816018
5,N,New_N_006.wav,12-9-8-6-4,5,0.432953935209123,126x4,4x212,12,0.05872360381461607,0.3656915650621306,0.013066999992588535,9,0.16853665615494412,0.14602567719210768,0.005312300025252625,8,0.2275233325939201,0.12259095654427346,0.005285099992761388,6,0.28881890607256894,0.1375590941617814,0.004080100014107302,4,0.41205478216730884,0.14601989100216178,0.0035923999967053533
6,N,New_N_007.wav,12-9-8-6-4,5,0.4934627437177927,126x4,4x212,12,0.06414383057521011,0.35003578655292783,0.012402199994539842,9,0.17562824946991049,0.1956926094779455,0.004766600002767518,8,0.26545192938393714,0.12332762122497234,0.007366099976934493,6,0.38316668369337087,0.12480709456051059,0.007666899997275323,4,0.45706986540223576,0.14164885046028486,0.0072425999969709665
7,N,New_N_008.wav,12-9-8-6-4,5,0.48332987598301014,126x4,4x212,12,0.061015584733756206,0.3932933858394801,0.011671599990222603,9,0.2046167571747367,0.17487207908696156,0.0050301999726798385,8,0.16937189418964294,0.15610002563972764,0.004188599996268749,6,0.3349654386735538,0.15785566025880401,0.004072799987625331,4,0.42442132646079433,0.19646448330008384,0.0036954999959561974
8,N,New_N_009.wav,12-9-8-6-4,5,0.4300175945348553,126x4,4x212,12,0.05946553794453734,0.3990806081371404,0.013775500003248453,9,0.2251847461835178,0.20564305172026923,0.005319199990481138,8,0.1735377300613986,0.18320074967360847,0.0047175999789033085,6,0.3038216291242932,0.1601742140611025,0.004098700010217726,4,0.39670837371208745,0.18177737853022877,0.003956600005039945
9,N,New_N_010.wav,12-9-8-6-4,5,0.4721308852713502,126x4,4x212,12,0.0547555818725307,0.3142878958016056,0.01207199998316355,9,0.19685885021008578,0.19465363450870787,0.004992400004994124,8,0.21303077926912425,0.1892997513761666,0.004249799996614456,6,0.3442233605960471,0.16296450536226054,0.004505399992922321,4,0.4906399820801423,0.1354443495856298,0.003604300000006333
10,N,New_N_011.wav,12-9-8-6-4,5,0.45916701293125384,126x4,4x212,12,0.06318985261939151,0.3726099473154465,0.01193720000446774,9,0.21309905885355437,0.18223794298241616,0.005258900026092306,8,0.19871900593007313,0.18207769497688037,0.004490999999688938,6,0.37151456474152206,0.18018201649342858,0.0052423999877646565,4,0.4937553513321212,0.16402841855981068,0.0035472000017762184
11,N,New_N_012.wav,12-9-8-6-4,5,0.4077594442879204,126x4,4x212,12,0.06190624351846179,0.34735791414726874,0.012458399985916913,9,0.20780462414873277,0.2037088784187321,0.006662600004347041,8,0.17763941117109847,0.19169494120524652,0.004447299987077713,6,0.3450693012761957,0.1859809443304359,0.004183699988061562,4,0.42059110002849165,0.155865137631088,0.005511399998795241
12,N,New_N_013.wav,12-9-8-6-4,5,0.4096379663981562,126x4,4x212,12,0.05707381081254658,0.37453450895366364,0.014225199993234128,9,0.16465871517037187,0.22690713121309747,0.0049193000013474375,8,0.1949973495519885,0.18996701069397057,0.004367500019725412,6,0.3083718820336955,0.161161300149465,0.004241699993144721,4,0.4122464974521945,0.13557613355876516,0.006762800010619685
13,N,New_N_014.wav,12-9-8-6-4,5,0.502528873185397,126x4,4x212,12,0.06537367881624391,0.32551295807884983,0.01636419998249039,9,0.2544400302956041,0.21668798818847881,0.0052943000046070665,8,0.282957257261358,0.15428563751761068,0.007672600011574104,6,0.29557829444795763,0.1433361042613292,0.006503700016764924,4,0.40336686724978493,0.18840029007743775,0.003627700003562495
14,N,New_N_015.wav,12-9-8-6-4,5,0.444139792487448,126x4,4x212,12,0.0645352672425118,0.38956506388841367,0.0128573999973014,9,0.1978661992462237,0.22378052216682962,0.008264200005214661,8,0.26433726246062433,0.16253756193829813,0.008135599986417219,6,0.34839485217499255,0.15018813586673252,0.0060569999914150685,4,0.4598167605691159,0.14725163765630983,0.003751999989617616
15,N,New_N_016.wav,12-9-8-6-4,5,0.4299571785534226,126x4,4x212,12,0.05811226401031626,0.3381744388929556,0.01475969998864457,9,0.16164775133701936,0.18713399394661992,0.0048565999895799905,8,0.23445895760790947,0.1499427640354285,0.006152299989480525,6,0.31848825210113774,0.13331622514200864,0.007097599998814985,4,0.458628730685082,0.152132532959784,0.006163699988974258
16,N,New_N_017.wav,12-9-8-6-4,5,0.47409847638947294,126x4,4x212,12,0.06656244080699353,0.38834188471104236,0.013452299986965954,9,0.23078684605354813,0.1677280514444874,0.006240300019271672,8,0.26852418636268227,0.11757520103125498,0.004524999996647239,6,0.34049219915585865,0.11893401888375982,0.004264999995939434,4,0.40254906617228514,0.10555310149164182,0.0038847000105306506
17,N,New_N_018.wav,12-9-8-6-4,5,0.43810162842499384,126x4,4x212,12,0.056304718810475385,0.3457509262965411,0.01177290000487119,9,0.23348027427138957,0.15898254630347278,0.005946999997831881,8,0.2359832542035536,0.1342084206021293,0.004910899995593354,6,0.35054365788973796,0.14176476832399526,0.004119799996260554,4,0.404794520733075,0.1078481587391874,0.004310800024541095
18,N,New_N_019.wav,12-9-8-6-4,5,0.4534080923854706,126x4,4x212,12,0.07041230951134846,0.340033166674465,0.011752699996577576,9,0.2517353781557865,0.15274051551915135,0.005097799992654473,8,0.1771147565055544,0.12323321364125582,0.004217599984258413,6,0.3610667968023611,0.15406782670332592,0.004177399998297915,4,0.3855812297965615,0.1746019247425864,0.0035038999922107905
19,N,New_N_020.wav,12-9-8-6-4,5,0.439643091787618,126x4,4x212,12,0.06254611102084037,0.38438322524343577,0.013134699984220788,9,0.18021688185919044,0.20212273049667281,0.006874299986520782,8,0.21258621704376646,0.14339686077631622,0.007873500027926639,6,0.30101126266527134,0.1210898636223688,0.008037200022954494,4,0.43804016064180423,0.13657965922983978,0.006013200007146224
20,N,New_N_021.wav,12-9-8-6-4,5,0.4440467460915073,126x4,4x212,12,0.06141934827106216,0.32532350354600315,0.0176326000073459,9,0.2525396043315575,0.16138361169935925,0.008867800002917647,8,0.19448154824053415,0.1415212661340053,0.007245299988426268,6,0.42320371547242697,0.10064617656783612,0.005207499983953312,4,0.4625841552617588,0.1203200988949346,0.0035712999815586954
21,N,New_N_022.wav,12-9-8-6-4,5,0.5476997086650461,126x4,4x212,12,0.055690296115613894,0.34072618115391046,0.01780000000144355,9,0.16491069113680465,0.1801215083035135,0.004845100018428639,8,0.25165300327278084,0.09928939992181994,0.00529809997533448,6,0.2859312097216999,0.10143494581945876,0.007400900009088218,4,0.42468761371387215,0.11591356624269183,0.00434410001616925
22,N,New_N_023.wav,12-9-8-6-4,5,0.49904372282898923,126x4,4x212,12,0.05681896771276684,0.31270418324109,0.01742970000486821,9,0.22375047564277817,0.12991782418114275,0.005203499982599169,8,0.21806434862761903,0.12789425267135593,0.0042452999914530665,6,0.33263646923238316,0.11942158858915612,0.004429599997820333,4,0.47657027275675673,0.1330906647951086,0.00490709999576211
23,N,New_N_024.wav,12-9-8-6-4,5,0.4249997138008246,126x4,4x212,12,0.060351310887317704,0.3964360495205846,0.014968299976317212,9,0.2681452635691072,0.24094113003552456,0.0046928999945521355,8,0.24801622880337465,0.23199619119541884,0.0046375999809242785,6,0.3417583545913789,0.21408059447676564,0.005239100020844489,4,0.4299006597011604,0.22565223540035517,0.003971199999796227
24,N,New_N_025.wav,12-9-8-6-4,5,0.4777512462555794,126x4,4x212,12,0.0645186369292977,0.359309204080705,0.016117399994982406,9,0.257142191956034,0.2032812686923085,0.005038400006014854,8,0.16564205272632473,0.18592972627943735,0.005148999975062907,6,0.2548056743849774,0.17415008230155474,0.006019499996909872,4,0.4135873090561074,0.15985693501273138,0.0040166999970097095
25,N,New_N_026.wav,12-9-8-6-4,5,0.5081746687410411,126x4,4x212,12,0.0639668905784244,0.3663894322848999,0.012906899995869026,9,0.2065018599008309,0.15414476428026722,0.008811400010017678,8,0.14758197577673385,0.11204818434759282,0.004781900002853945,6,0.3177468988419891,0.12494707377442757,0.00415590000920929,4,0.3655053920830322,0.1147978229548478,0.0050472000148147345
26,N,New_N_027.wav,12-9-8-6-4,5,0.47300693602032345,126x4,4x212,12,0.059632470736767286,0.3634071788868366,0.018300199997611344,9,0.2566110548240578,0.23322722870490697,0.00470270001096651,8,0.1907379036480116,0.21911020300815762,0.00419440001132898,6,0.3633372264290207,0.20718851515553652,0.005539600009797141,4,0.4064007738592067,0.21632345187773475,0.0038533000042662024
27,N,New_N_028.wav,12-9-8-6-4,5,0.4779972931209971,126x4,4x212,12,0.0633205589905,0.36328599434022046,0.01445000001695007,9,0.21825689541758378,0.20535759165402048,0.0053279000276234,8,0.22753497428236027,0.19822890707025165,0.004848199983825907,6,0.3267744834888228,0.18926640214055446,0.0051318000187166035,4,0.41115011120520417,0.17329881302425756,0.00359879998723045
28,N,New_N_029.wav,12-9-8-6-4,5,0.4978831630298108,126x4,4x212,12,0.05798339012266977,0.35484512249500305,0.013799100008327514,9,0.1654418314207171,0.20418326493501412,0.004904600005829707,8,0.205308658161267,0.15138935769242515,0.005029499996453524,6,0.3761959459716945,0.12027516524836593,0.004281500005163252,4,0.43537749866395026,0.10652667974590095,0.0035137000086251646
29,N,New_N_030.wav,12-9-8-6-4,5,0.4794319734641854,126x4,4x212,12,0.06379304681656764,0.3581827016921339,0.015295199991669506,9,0.18593156703258346,0.1906816732972647,0.004773599997861311,8,0.18300860496509674,0.16200592551624432,0.008352100005140528,6,0.31547724675199645,0.1783155170764177,0.0040976000018417835,4,0.36946772432637554,0.19488942065207437,0.0035247000050731003
30,N,New_N_031.wav,12-9-8-6-4,5,0.4151308438774056,126x4,4x212,12,0.06333574138890127,0.35985660206672343,0.01837480001267977,9,0.2096237822584079,0.19624185581534823,0.004925099987303838,8,0.21643006519295585,0.18711942517160426,0.0041884999955073,6,0.3169615511684936,0.20183514312257048,0.004252599988831207,4,0.35833690208252333,0.15509923939706563,0.006785600009607151
31,N,New_N_032.wav,12-9-8-6-4,5,0.41785152018560756,126x4,4x212,12,0.05677701250554889,0.3795895623262414,0.013359900010982528,9,0.19386394361928103,0.22776486168025092,0.004658399993786588,8,0.2381514626606143,0.17151687736495397,0.004255900013959035,6,0.3005251417852508,0.14606155457421982,0.005260300007648766,4,0.372539675315009,0.16623848972657407,0.0035321000032126904
32,N,New_N_033.wav,12-9-8-6-4,5,0.4400592826337848,126x4,4x212,12,0.06099015654644433,0.35339608655304067,0.012557799986097962,9,0.213982903233896,0.22368328557255582,0.004633300006389618,8,0.2306569515769959,0.16231369296351644,0.004224599979352206,6,0.2998513372086943,0.14598663626773287,0.00524790000054054,4,0.3775108658297049,0.13564557453102657,0.0035308000224176794
33,N,New_N_034.wav,12-9-8-6-4,5,0.41289891496066244,126x4,4x212,12,0.05794104570805282,0.3577016214846845,0.01629739999771118,9,0.16218844222465065,0.2569145728498432,0.008866799995303154,8,0.19132138679212424,0.21330999860839775,0.007977100001880899,6,0.3611922882816529,0.22767624549070037,0.0076895999955013394,4,0.4357840097465905,0.23398102811218613,0.006501399999251589
34,N,New_N_035.wav,12-9-8-6-4,5,0.43857867034265263,126x4,4x212,12,0.05587541799912617,0.34484341768348176,0.012389400013489649,9,0.1668944092799623,0.20761782188926067,0.0046857999986968935,8,0.2041314104291938,0.17642244197424878,0.004473900015000254,6,0.31782218700650067,0.16026358006784086,0.004834199993638322,4,0.4569059594548378,0.14263186559602636,0.0037247999862302095
35,N,New_N_036.wav,12-9-8-6-4,5,0.4052439739927294,126x4,4x212,12,0.058388477235034784,0.40207190290318334,0.013478400011081249,9,0.1963505403598158,0.23010533177972853,0.0046307999873533845,8,0.1788464389988921,0.18805532150302223,0.004934700002195314,6,0.3769989253446499,0.16400267239087002,0.004957299999659881,4,0.4264993209241476,0.15568745350262891,0.005926999991061166
36,N,New_N_037.wav,12-9-8-6-4,5,0.49253205904178604,126x4,4x212,12,0.04367372249154879,0.374300830322546,0.012344899994786829,9,0.14258435639117645,0.0982363566733126,0.004635200020857155,8,0.15372379831423805,0.08774145804687931,0.004163200006587431,6,0.37701905895136273,0.08423342976787095,0.005005000013625249,4,0.47984149783389185,0.09745406634969118,0.003582299978006631
37,N,New_N_038.wav,12-9-8-6-4,5,0.4549281514802347,126x4,4x212,12,0.0401423170559601,0.3730582169076749,0.012348000018391758,9,0.20178698798067313,0.15092875405464973,0.005042200005846098,8,0.23182777372910338,0.12197842658913984,0.0052044000185560435,6,0.38391102367290014,0.1304339785092796,0.005215700017288327,4,0.4756621653752901,0.1346122274236041,0.0035396000021137297
38,N,New_N_039.wav,12-9-8-6-4,5,0.4148209562752545,126x4,4x212,12,0.0448258412683306,0.3606657041523265,0.013275000004796311,9,0.15721699853887122,0.18361322128706037,0.0047765999916009605,8,0.16001549281981245,0.1543446785201568,0.005639300012262538,6,0.32421740914053426,0.13410775598844954,0.004567700001643971,4,0.4335775003014302,0.12923348251120723,0.0035057000059168786
39,N,New_N_040.wav,12-9-8-6-4,5,0.4789511322667026,126x4,4x212,12,0.04439905189653095,0.427396056049061,0.01781489999848418,9,0.1592407562856447,0.12141811432139377,0.00601969999843277,8,0.29981052097414007,0.11047816535287756,0.00442560002557002,6,0.31730241078024063,0.08356990046100828,0.004032999975606799,4,0.4641389186239158,0.0709289650462324,0.003943699994124472
40,N,New_N_041.wav,12-9-8-6-4,5,0.49048649949186995,126x4,4x212,12,0.049380119950290666,0.4174758083563734,0.012624299997696653,9,0.17467164168448418,0.16425464506306364,0.005802700005006045,8,0.1761580766302087,0.13559530694266186,0.004308700008550659,6,0.33704190331231715,0.10668163797436012,0.0043298999953549355,4,0.42770757212516763,0.14671980196482737,0.003576399991288781
41,N,New_N_042.wav,12-9-8-6-4,5,0.38270181629128375,126x4,4x212,12,0.06189054482334127,0.39459721185548585,0.01801349999732338,9,0.19201540843175108,0.1758081214934818,0.005546300002606586,8,0.1396548202243225,0.1307974879079054,0.004871599987382069,6,0.2795833084175225,0.11987802734385158,0.004039299994474277,4,0.39709654200125966,0.09737348871179412,0.0046790000051259995
42,N,New_N_043.wav,12-9-8-6-4,5,0.5127681083498509,126x4,4x212,12,0.048792727731436114,0.42428109450604784,0.013821600005030632,9,0.16190953274435463,0.1874474381700721,0.0047454000159632415,8,0.16129701360559567,0.12791774420103316,0.004129400011152029,6,0.29448886658164924,0.12126814003003622,0.004011600016383454,4,0.43982708857367336,0.10510996729784854,0.004301300010411069
43,N,New_N_044.wav,12-9-8-6-4,5,0.45557875250922336,126x4,4x212,12,0.04366594576548462,0.38129390969281945,0.016427700000349432,9,0.13281452788312872,0.24053259723634485,0.00464490000740625,8,0.19195948774724672,0.15557123108513554,0.006080999999539927,6,0.31000415266927384,0.1526258719877367,0.0047571000177413225,4,0.39780853830292057,0.13030606604330675,0.0035238000273238868
44,N,New_N_045.wav,12-9-8-6-4,5,0.4905421780253025,126x4,4x212,12,0.04590491735375666,0.3909122392849649,0.017422600009012967,9,0.18434552989189243,0.2075857945058871,0.0056798000005073845,8,0.25086848090273767,0.1652383965260531,0.004517199995461851,6,0.4586658939195827,0.12498329797836692,0.004260599991539493,4,0.47501414184385315,0.12659515525667384,0.0035207000037189573
45,N,New_N_046.wav,12-9-8-6-4,5,0.46418292499538966,126x4,4x212,12,0.043074412063295785,0.3809837998352333,0.01563379997969605,9,0.17655542139793734,0.1563789197157228,0.00621829999727197,8,0.2595815012726821,0.11986431792137545,0.005051099986303598,6,0.33237405773951206,0.10673741265273005,0.004661400016630068,4,0.4035554609713861,0.1307084228745922,0.003667999990284443
46,N,New_N_047.wav,12-9-8-6-4,5,0.45344191139321854,126x4,4x212,12,0.0510807597494037,0.3712556276866339,0.01169139999547042,9,0.19801906122275306,0.19250430727579804,0.007318000018130988,8,0.16465802209150973,0.19361364733290662,0.008159899996826425,6,0.31552725024448586,0.1468466486708247,0.007274899980984628,4,0.49472259329565316,0.14595421647586337,0.0035700000007636845
47,N,New_N_048.wav,12-9-8-6-4,5,0.5475751013845651,126x4,4x212,12,0.0456574544104194,0.43966165550949654,0.012768799992045388,9,0.16095774289248926,0.14312031668535175,0.004641600011382252,8,0.21288977216444946,0.13065038351907335,0.004287999996449798,6,0.41270318517813537,0.08082438490556404,0.007072899985359982,4,0.4494984968567265,0.08277214970369788,0.006419100012863055
48,N,New_N_049.wav,12-9-8-6-4,5,0.432057435234457,126x4,4x212,12,0.04218657580642291,0.4414481339465872,0.019246799987740815,9,0.20275568877837669,0.20123739684077616,0.005616900016320869,8,0.22618983591977426,0.16930681921559174,0.004706100007751957,6,0.39606085106910127,0.1540309120965781,0.004197700007352978,4,0.40956278952491093,0.10622757451975567,0.004735299997264519
49,N,New_N_050.wav,12-9-8-6-4,5,0.48401805354721594,126x4,4x212,12,0.04526875205920117,0.37769023666883556,0.012109000002965331,9,0.15763086548863792,0.17927031841597751,0.0084052000020165,8,0.24552315030951607,0.13318444588506517,0.005259500001557171,6,0.413507237470282,0.08736424590230901,0.00511600001482293,4,0.5156733124516676,0.1110414935016117,0.0036639999889303
50,N,New_N_051.wav,12-9-8-6-4,5,0.43171337047744934,126x4,4x212,12,0.0528169365401956,0.4230061285952338,0.012206300016259775,9,0.2053122411321484,0.13277489154076003,0.005057600006693974,8,0.3166662883862711,0.12405151833996343,0.00510860001668334,6,0.35251712077734604,0.08916215221963796,0.005198099999688566,4,0.4854816347919915,0.09172854352350325,0.003518199984682724
51,N,New_N_052.wav,12-9-8-6-4,5,0.41717443320736486,126x4,4x212,12,0.043533724915160506,0.38642295301430707,0.018366300006164238,9,0.18818600013678413,0.17645354387399287,0.004699500015703961,8,0.22414305520156172,0.14572541213482199,0.005227300018304959,6,0.35127687932011853,0.13536682184850804,0.004058000020449981,4,0.470144528811012,0.16594641383432954,0.00357659999281168
52,N,New_N_053.wav,12-9-8-6-4,5,0.4311239983467306,126x4,4x212,12,0.04678579104400485,0.4388819011386148,0.015833000012207776,9,0.18008960628605153,0.15690861452755392,0.007046199985779822,8,0.24451832810216637,0.12371674196356773,0.007443000009516254,6,0.29122963929849377,0.10154761489872466,0.0072542999987490475,4,0.42091966507825385,0.11655454218227028,0.003691099991556257
53,N,New_N_054.wav,12-9-8-6-4,5,0.46787480862828457,126x4,4x212,12,0.045269714721764075,0.3798377865834296,0.012833099986892194,9,0.22150289064399856,0.17868352501784737,0.005042500008130446,8,0.22639784017678857,0.16016884181125082,0.005162700021173805,6,0.2633696745855719,0.1462582485157357,0.005466799979330972,4,0.4566191317984684,0.14497758596516805,0.0036643000203184783
54,N,New_N_055.wav,12-9-8-6-4,5,0.4887990504335384,126x4,4x212,12,0.04113689167506145,0.39825264450139514,0.015317399986088276,9,0.15286601642755374,0.20785360343770984,0.005154100013896823,8,0.13718257203352097,0.18330869285013904,0.004666699998779222,6,0.26503777473258344,0.15264104680181526,0.007766799972159788,4,0.3869495833807556,0.1604311943271127,0.006720599980326369
55,N,New_N_056.wav,12-9-8-6-4,5,0.39265740128446086,126x4,4x212,12,0.041161868622859955,0.3826891409242634,0.017877400008728728,9,0.1482912540565324,0.22943734547214303,0.004678500001318753,8,0.1621423654854249,0.20457448983468707,0.004404600011184812,6,0.3044409042007396,0.13181278408978173,0.007103399984771386,4,0.4697141236676871,0.15372022650424375,0.003625299985287711
56,N,New_N_057.wav,12-9-8-6-4,5,0.45116678948996003,126x4,4x212,12,0.037811653404422586,0.4410258921187862,0.014927500014891848,9,0.15636430851449956,0.17686762133947992,0.004806200013263151,8,0.11215874125042195,0.13688713581566364,0.004171500011580065,6,0.32842429535100476,0.12735026183522666,0.005253500014077872,4,0.40903497332718297,0.143705733945818,0.003607099992223084
57,N,New_N_058.wav,12-9-8-6-4,5,0.4864600411572721,126x4,4x212,12,0.05178358118996079,0.40997931009270355,0.013386599981458858,9,0.1294430608241202,0.160009631540535,0.004817800014279783,8,0.16954934310462974,0.09709238110920726,0.004143099999055266,6,0.3936239350353831,0.11393604435343181,0.005687400000169873,4,0.47616059107613246,0.12972723802670114,0.003507600020384416
58,N,New_N_059.wav,12-9-8-6-4,5,0.4400034358775088,126x4,4x212,12,0.053293739651501415,0.38460166699480597,0.013841999985743314,9,0.19127657342279258,0.17240275509389477,0.005192800017539412,8,0.1335621182525724,0.1526609392900689,0.0060705999785568565,6,0.34146685163488216,0.14229628299344058,0.0041702000016812235,4,0.4518355691408648,0.15633270576318312,0.003513200004817918
59,N,New_N_060.wav,12-9-8-6-4,5,0.44335405728715993,126x4,4x212,12,0.03905205223356793,0.4426831562356658,0.013407399994321167,9,0.20959874786332577,0.15193893099231306,0.004730199987534434,8,0.24886740932620344,0.12458748847887405,0.005830699985381216,6,0.2543899920077226,0.11869765549410141,0.007078700000420213,4,0.41436093302336247,0.13029764902451355,0.0042314000020269305
60,N,New_N_061.wav,12-9-8-6-4,5,0.43352806773837727,126x4,4x212,12,0.0506342342543671,0.40357412899131506,0.012243100005434826,9,0.23069104377938704,0.17196291102396513,0.007867900014389306,8,0.20563598706881875,0.16509752523377053,0.00428630001260899,6,0.32851341992504324,0.14991711886805525,0.004018299980089068,4,0.41685526984093974,0.15418541866031965,0.003573299996787682
61,N,New_N_062.wav,12-9-8-6-4,5,0.45152553648167487,126x4,4x212,12,0.04031934879359977,0.40132937642153144,0.012059000000590459,9,0.22630909216477016,0.15828602696124328,0.005806300003314391,8,0.2424751607949213,0.13580617709064804,0.0042224000208079815,6,0.30140222275890977,0.14076963646177948,0.004056000005220994,4,0.41825973805903366,0.14432440227152782,0.0035558000090532005
62,N,New_N_063.wav,12-9-8-6-4,5,0.4120684903710202,126x4,4x212,12,0.05060209126135335,0.3634414987964742,0.01886250000097789,9,0.22942025590069837,0.14874207679193333,0.004630399984307587,8,0.17285733961230532,0.13342929228172065,0.004431100009242073,6,0.3020020245203181,0.12322815576585959,0.004012400022475049,4,0.3727768564262141,0.1115299125672521,0.0041849999979604036
