indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4077653109808329,7x212,126x7,0.03540920000523329
1,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40152046276217185,7x212,126x7,0.037237900076434016
2,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4004766141838558,7x212,126x7,0.03662939998321235
3,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4069700043928628,7x212,126x7,0.037238100077956915
4,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40239497343240727,7x212,126x7,0.037756399950012565
5,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4005260651685544,7x212,126x7,0.040272200014442205
6,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4050763359323905,7x212,126x7,0.038821900030598044
7,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40316190410383296,7x212,126x7,0.05149729992263019
8,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4050123718072246,7x212,126x7,0.044317200081422925
9,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4013974770581274,7x212,126x7,0.046043100068345666
10,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40625707162355507,7x212,126x7,0.04169420013204217
11,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4064829592144861,7x212,126x7,0.04400009987875819
12,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40351796167310366,7x212,126x7,0.040001200046390295
13,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40444225437401454,7x212,126x7,0.03995869983918965
14,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40286857896306866,7x212,126x7,0.04432200011797249
15,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40486819492120707,7x212,126x7,0.04852680000476539
16,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4083933371202213,7x212,126x7,0.041749600088223815
17,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40071633523221106,7x212,126x7,0.04378490010276437
18,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4055908391766278,7x212,126x7,0.04098150017671287
19,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40456657089557463,7x212,126x7,0.03741959994658828
20,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40151879016559316,7x212,126x7,0.039153699995949864
21,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40561178103324663,7x212,126x7,0.04120779992081225
22,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4048459589664647,7x212,126x7,0.03793710004538298
23,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4048091153627828,7x212,126x7,0.04395069996826351
24,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4042209238077185,7x212,126x7,0.04088250012136996
25,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4019150674706111,7x212,126x7,0.03717779996804893
26,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4074443801072504,7x212,126x7,0.037836299976333976
27,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.403048694800437,7x212,126x7,0.04323339997790754
28,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4073872419058009,7x212,126x7,0.03614680003374815
29,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4017951126271015,7x212,126x7,0.039585000136867166
30,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4065617394314201,7x212,126x7,0.04312240006402135
31,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40636133173078615,7x212,126x7,0.040256400126963854
32,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40379945519868615,7x212,126x7,0.03559989994391799
33,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40359678049152925,7x212,126x7,0.034690999891608953
34,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4030991364655482,7x212,126x7,0.04301780019886792
35,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40143003057261084,7x212,126x7,0.03925179992802441
36,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.3199708535790922,7x212,126x7,0.03632350009866059
37,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4049687479148396,7x212,126x7,0.03761049988679588
38,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40763974989212415,7x212,126x7,0.052778600016608834
39,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.4053346294857546,7x212,126x7,0.03993379999883473
40,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.3988173992385504,7x212,126x7,0.04091170011088252
41,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40703379214294194,7x212,126x7,0.04071480012498796
42,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.39922285895030457,7x212,126x7,0.037027900107204914
43,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.40365998630470806,7x212,126x7,0.03986379993148148
44,SNR_-5db,DeepONMF,9-8-7,3,0.05,False,0.39987678396175136,7x212,126x7,0.03985919989645481
