distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-8-3,3,KNN,DeepONMF_H3,1,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
11-8-3,3,KNN,DeepONMF_H3,2,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
11-8-3,3,KNN,DeepONMF_H3,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
11-8-3,3,KNN,DeepONMF_H3,4,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
11-8-3,3,KNN,DeepONMF_H3,5,159,31,9,1,0.95,0.99375,0.775,0.9464285714285714,0.884375
11-8-3,3,KNN,DeepONMF_W,1,154,25,15,6,0.895,0.9625,0.625,0.9112426035502958,0.79375
11-8-3,3,KNN,DeepONMF_W,2,151,29,11,9,0.9,0.94375,0.725,0.9320987654320988,0.834375
11-8-3,3,KNN,DeepONMF_W,3,153,32,8,7,0.925,0.95625,0.8,0.9503105590062112,0.878125
11-8-3,3,KNN,DeepONMF_W,4,151,27,13,9,0.89,0.94375,0.675,0.9207317073170732,0.809375
11-8-3,3,KNN,DeepONMF_W,5,153,31,9,7,0.92,0.95625,0.775,0.9444444444444444,0.8656250000000001
11-8-3,3,SVM,DeepONMF_H3,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
11-8-3,3,SVM,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
11-8-3,3,SVM,DeepONMF_H3,3,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
11-8-3,3,SVM,DeepONMF_H3,4,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
11-8-3,3,SVM,DeepONMF_H3,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-8-3,3,SVM,DeepONMF_W,1,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
11-8-3,3,SVM,DeepONMF_W,2,140,38,2,20,0.89,0.875,0.95,0.9859154929577465,0.9125
11-8-3,3,SVM,DeepONMF_W,3,142,37,3,18,0.895,0.8875,0.925,0.9793103448275862,0.90625
11-8-3,3,SVM,DeepONMF_W,4,140,39,1,20,0.895,0.875,0.975,0.9929078014184397,0.925
11-8-3,3,SVM,DeepONMF_W,5,146,38,2,14,0.92,0.9125,0.95,0.9864864864864865,0.9312499999999999
11-8-3,3,UjaNet,DeepONMF_H3,1,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
11-8-3,3,UjaNet,DeepONMF_H3,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-8-3,3,UjaNet,DeepONMF_H3,3,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
11-8-3,3,UjaNet,DeepONMF_H3,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-8-3,3,UjaNet,DeepONMF_H3,5,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-8-3,3,UjaNet,DeepONMF_W,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
11-8-3,3,UjaNet,DeepONMF_W,2,160,36,4,0,0.98,1.0,0.9,0.975609756097561,0.95
11-8-3,3,UjaNet,DeepONMF_W,3,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
11-8-3,3,UjaNet,DeepONMF_W,4,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
11-8-3,3,UjaNet,DeepONMF_W,5,159,37,3,1,0.98,0.99375,0.925,0.9814814814814815,0.9593750000000001
