indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,7-5-3,3,0.25797752034933014,126x3,3x212,7,0.09322156879747431,0.34430199333738304,0.007382800002233125,5,0.2468994071792356,0.1846257384517004,0.004027700000733603,3,0.41943903963233276,0.15037322872627867,0.003518800003803335
1,N,New_N_002.wav,7-5-3,3,0.27605605160834074,126x3,3x212,7,0.07793272435234269,0.27996871882912727,0.007216199999675155,5,0.2350894252009628,0.20419851667843547,0.003949799996917136,3,0.4274532319079108,0.1849700026000858,0.0035974999991594814
2,N,New_N_003.wav,7-5-3,3,0.37736052309918616,126x3,3x212,7,0.08328075441493622,0.3413557546407408,0.008497200004057959,5,0.2040202453620057,0.11860106976157199,0.0038674000024911948,3,0.37834219903213867,0.09694032349803539,0.003477899997960776
3,N,New_N_004.wav,7-5-3,3,0.34796858952073956,126x3,3x212,7,0.08207547266146947,0.25861826189422626,0.007255299999087583,5,0.18651936559229432,0.08759463973715424,0.003914299995813053,3,0.46413083878997063,0.07188052237569242,0.0035205999956815504
4,N,New_N_005.wav,7-5-3,3,0.246047204601091,126x3,3x212,7,0.0777874112540642,0.29090762494541456,0.007040500000584871,5,0.3033708829505888,0.24097570320690737,0.002638400001160335,3,0.3754810469233825,0.2113883011517912,0.002358400000957772
5,N,New_N_006.wav,7-5-3,3,0.3692723437611809,126x3,3x212,7,0.08123038088349642,0.24002460749573387,0.009609200002159923,5,0.21290086503792494,0.14434584424452143,0.002832899997883942,3,0.38685641710119645,0.11954847110437826,0.002330100003746338
6,N,New_N_007.wav,7-5-3,3,0.2681269096081354,126x3,3x212,7,0.08496586479951457,0.32640367760238126,0.0075952999977744184,5,0.286175361117593,0.17039905876463873,0.0029527999940910377,3,0.48545165489589776,0.14152978411945574,0.002376900003582705
7,N,New_N_008.wav,7-5-3,3,0.2521939703227416,126x3,3x212,7,0.06952147808170814,0.4435784340137348,0.00932699999975739,5,0.23340471110329888,0.26885074533086356,0.002627900001243688,3,0.43389017561353177,0.22239498797330695,0.0022888000021339394
8,N,New_N_009.wav,7-5-3,3,0.3452141791012301,126x3,3x212,7,0.07343243594282868,0.34912658344247405,0.006631399999605492,5,0.22130713215365003,0.22736599413116151,0.0024113000035868026,3,0.42799967900330593,0.24359072452327035,0.0022984000024734996
9,N,New_N_010.wav,7-5-3,3,0.29861720331529396,126x3,3x212,7,0.0765654405012532,0.36220193823173774,0.0066217999992659315,5,0.2699397193650662,0.30557718716673365,0.00283800000033807,3,0.37211000524211774,0.29757554514203477,0.0020442000022740103
