distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
11-8-4,3,KNN,DeepONMF_H3,1,157,33,7,3,0.95,0.98125,0.825,0.9573170731707317,0.903125
11-8-4,3,KNN,DeepONMF_H3,2,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
11-8-4,3,KNN,DeepONMF_H3,3,157,32,8,3,0.945,0.98125,0.8,0.9515151515151515,0.890625
11-8-4,3,KNN,DeepONMF_H3,4,156,33,7,4,0.945,0.975,0.825,0.9570552147239264,0.8999999999999999
11-8-4,3,KNN,DeepONMF_H3,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
11-8-4,3,KNN,DeepONMF_W,1,151,22,18,9,0.865,0.94375,0.55,0.893491124260355,0.746875
11-8-4,3,KNN,DeepONMF_W,2,148,29,11,12,0.885,0.925,0.725,0.9308176100628931,0.825
11-8-4,3,KNN,DeepONMF_W,3,148,32,8,12,0.9,0.925,0.8,0.9487179487179487,0.8625
11-8-4,3,KNN,DeepONMF_W,4,146,24,16,14,0.85,0.9125,0.6,0.9012345679012346,0.75625
11-8-4,3,KNN,DeepONMF_W,5,150,32,8,10,0.91,0.9375,0.8,0.9493670886075949,0.86875
11-8-4,3,SVM,DeepONMF_H3,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
11-8-4,3,SVM,DeepONMF_H3,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
11-8-4,3,SVM,DeepONMF_H3,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
11-8-4,3,SVM,DeepONMF_H3,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
11-8-4,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-8-4,3,SVM,DeepONMF_W,1,144,39,1,16,0.915,0.9,0.975,0.993103448275862,0.9375
11-8-4,3,SVM,DeepONMF_W,2,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
11-8-4,3,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
11-8-4,3,SVM,DeepONMF_W,4,141,38,2,19,0.895,0.88125,0.95,0.986013986013986,0.9156249999999999
11-8-4,3,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
11-8-4,3,UjaNet,DeepONMF_H3,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
11-8-4,3,UjaNet,DeepONMF_H3,2,160,40,0,0,1.0,1.0,1.0,1.0,1.0
11-8-4,3,UjaNet,DeepONMF_H3,3,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
11-8-4,3,UjaNet,DeepONMF_H3,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
11-8-4,3,UjaNet,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
11-8-4,3,UjaNet,DeepONMF_W,1,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
11-8-4,3,UjaNet,DeepONMF_W,2,155,38,2,5,0.965,0.96875,0.95,0.9872611464968153,0.959375
11-8-4,3,UjaNet,DeepONMF_W,3,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
11-8-4,3,UjaNet,DeepONMF_W,4,151,38,2,9,0.945,0.94375,0.95,0.9869281045751634,0.9468749999999999
11-8-4,3,UjaNet,DeepONMF_W,5,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
