distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
17-10-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,172,772,28,28,0.944,0.8600000000000001,0.9650000000000001,0.8713270166366142,0.9125,200
17-10-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8399999999999999,0.96,0.839372472988377,0.9,200
17-10-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8175949972942455,0.88125,200
17-10-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575000000000001,0.8339028314028314,0.89375,200
17-10-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8702789263054023,0.903125,200
17-10-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,130,730,70,70,0.86,0.6500000000000001,0.9125,0.6638444551901999,0.78125,200
17-10-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,123,723,77,77,0.8460000000000001,0.615,0.9037499999999999,0.652136223564795,0.759375,200
17-10-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,125,725,75,75,0.85,0.625,0.90625,0.6656608372612072,0.765625,200
17-10-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,121,721,79,79,0.842,0.605,0.9012499999999999,0.6232533479592303,0.753125,200
17-10-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,132,732,68,68,0.8640000000000001,0.66,0.915,0.6797083961789843,0.7875,200
17-10-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.9149999999999998,0.97875,0.9177507872244715,0.946875,200
17-10-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8871732092788172,0.928125,200
17-10-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8788133435192258,0.925,200
17-10-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.97625,0.9065796605334475,0.940625,200
17-10-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9799999999999999,0.9204273504273506,0.95,200
17-10-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,149,749,51,51,0.898,0.7449999999999999,0.9362499999999999,0.7608903600147977,0.840625,200
17-10-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,146,746,54,54,0.892,0.73,0.9324999999999999,0.7332126696832579,0.83125,200
17-10-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,146,746,54,54,0.892,0.73,0.9325000000000001,0.7396565448903196,0.83125,200
17-10-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7212654948181264,0.828125,200
17-10-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.9362499999999999,0.752846247316978,0.840625,200
17-10-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.9650785735445556,0.978125,200
17-10-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9154248618305101,0.946875,200
17-10-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9165018315018315,0.946875,200
17-10-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.9299999999999999,0.9824999999999999,0.931464491862438,0.95625,200
17-10-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.9650000000000001,0.99125,0.9653658536585367,0.978125,200
17-10-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,163,763,37,37,0.9259999999999999,0.8149999999999998,0.95375,0.8279164284352964,0.884375,200
17-10-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662499999999999,0.8729987821335705,0.915625,200
17-10-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,159,759,41,41,0.9180000000000001,0.7949999999999999,0.9487499999999999,0.7998555792034053,0.871875,200
17-10-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,172,772,28,28,0.9440000000000002,0.86,0.9650000000000001,0.8620574162679425,0.9125,200
17-10-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.9662500000000002,0.8724142974142974,0.915625,200
