distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
14-11-8-5,4,KNN,DeepONMF_H4,1,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
14-11-8-5,4,KNN,DeepONMF_H4,2,157,34,6,3,0.955,0.98125,0.85,0.9631901840490797,0.9156249999999999
14-11-8-5,4,KNN,DeepONMF_H4,3,156,34,6,4,0.95,0.975,0.85,0.9629629629629629,0.9125
14-11-8-5,4,KNN,DeepONMF_H4,4,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
14-11-8-5,4,KNN,DeepONMF_H4,5,159,29,11,1,0.94,0.99375,0.725,0.9352941176470588,0.859375
14-11-8-5,4,KNN,DeepONMF_W,1,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
14-11-8-5,4,KNN,DeepONMF_W,2,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
14-11-8-5,4,KNN,DeepONMF_W,3,143,31,9,17,0.87,0.89375,0.775,0.9407894736842105,0.8343750000000001
14-11-8-5,4,KNN,DeepONMF_W,4,144,32,8,16,0.88,0.9,0.8,0.9473684210526315,0.8500000000000001
14-11-8-5,4,KNN,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
14-11-8-5,4,SVM,DeepONMF_H4,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
14-11-8-5,4,SVM,DeepONMF_H4,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
14-11-8-5,4,SVM,DeepONMF_H4,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
14-11-8-5,4,SVM,DeepONMF_H4,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
14-11-8-5,4,SVM,DeepONMF_H4,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
14-11-8-5,4,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
14-11-8-5,4,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
14-11-8-5,4,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
14-11-8-5,4,SVM,DeepONMF_W,4,146,36,4,14,0.91,0.9125,0.9,0.9733333333333334,0.90625
14-11-8-5,4,SVM,DeepONMF_W,5,148,37,3,12,0.925,0.925,0.925,0.9801324503311258,0.925
14-11-8-5,4,UjaNet,DeepONMF_H4,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
14-11-8-5,4,UjaNet,DeepONMF_H4,2,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
14-11-8-5,4,UjaNet,DeepONMF_H4,3,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-11-8-5,4,UjaNet,DeepONMF_H4,4,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
14-11-8-5,4,UjaNet,DeepONMF_H4,5,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
14-11-8-5,4,UjaNet,DeepONMF_W,1,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
14-11-8-5,4,UjaNet,DeepONMF_W,2,150,38,2,10,0.94,0.9375,0.95,0.9868421052631579,0.94375
14-11-8-5,4,UjaNet,DeepONMF_W,3,153,34,6,7,0.935,0.95625,0.85,0.9622641509433962,0.903125
14-11-8-5,4,UjaNet,DeepONMF_W,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
14-11-8-5,4,UjaNet,DeepONMF_W,5,158,34,6,2,0.96,0.9875,0.85,0.9634146341463414,0.91875
