indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_8db,N,New_N_001.wav,24,DeepONMF_H1,1,nndsvd,0.14784976544716863,24x212,0.02918890002183616,24,0.14784976544716863,0.28522096487553805,0.028427099925465882
1,SNR_8db,N,New_N_002.wav,24,DeepONMF_H1,1,nndsvd,0.1498468740394425,24x212,0.02492210001219064,24,0.1498468740394425,0.2744616979627553,0.02406099997460842
2,SNR_8db,N,New_N_003.wav,24,DeepONMF_H1,1,nndsvd,0.14666546896209548,24x212,0.023713499889709055,24,0.14666546896209548,0.28665093791513524,0.02301230002194643
3,SNR_8db,N,New_N_004.wav,24,DeepONMF_H1,1,nndsvd,0.14543487359955665,24x212,0.02339290000963956,24,0.14543487359955665,0.274469511738392,0.02258720004465431
4,SNR_8db,N,New_N_005.wav,24,DeepONMF_H1,1,nndsvd,0.1467255090568295,24x212,0.023455800022929907,24,0.14672550905682943,0.2900159761830961,0.02227279997896403
5,SNR_8db,N,New_N_006.wav,24,DeepONMF_H1,1,nndsvd,0.14911205558030713,24x212,0.024291199981234968,24,0.14911205558030713,0.27910681403993887,0.023634899989701807
6,SNR_8db,N,New_N_007.wav,24,DeepONMF_H1,1,nndsvd,0.14646454027713526,24x212,0.023676899960264564,24,0.14646454027713526,0.2750346600292736,0.022711799945682287
7,SNR_8db,N,New_N_008.wav,24,DeepONMF_H1,1,nndsvd,0.14652263813058863,24x212,0.02413809997960925,24,0.14652263813058863,0.2813082651696796,0.023379500024020672
8,SNR_8db,N,New_N_009.wav,24,DeepONMF_H1,1,nndsvd,0.15051502401723965,24x212,0.02208210004027933,24,0.15051502401723965,0.27328916785234747,0.02142839995212853
9,SNR_8db,N,New_N_010.wav,24,DeepONMF_H1,1,nndsvd,0.15361289568614064,24x212,0.024441800080239773,24,0.15361289568614064,0.27272393153345537,0.02356200001668185
10,SNR_8db,N,New_N_011.wav,24,DeepONMF_H1,1,nndsvd,0.14633795454590295,24x212,0.02342129999306053,24,0.14633795454590295,0.27954720428267177,0.022748199990019202
11,SNR_8db,N,New_N_012.wav,24,DeepONMF_H1,1,nndsvd,0.1505151080706522,24x212,0.025402999948710203,24,0.1505151080706522,0.27983492858858944,0.024441299960017204
12,SNR_8db,N,New_N_013.wav,24,DeepONMF_H1,1,nndsvd,0.14739517956450435,24x212,0.024920900003053248,24,0.14739517956450437,0.28266832705073114,0.02425389993004501
13,SNR_8db,N,New_N_014.wav,24,DeepONMF_H1,1,nndsvd,0.14974821208447942,24x212,0.02274869999382645,24,0.14974821208447942,0.27775513504061317,0.022054600063711405
14,SNR_8db,N,New_N_015.wav,24,DeepONMF_H1,1,nndsvd,0.15031818483920195,24x212,0.02373110002372414,24,0.15031818483920195,0.28893354368200075,0.02307290001772344
15,SNR_8db,N,New_N_016.wav,24,DeepONMF_H1,1,nndsvd,0.1485264421048856,24x212,0.02458119997754693,24,0.1485264421048856,0.28215359746912716,0.023736000061035156
16,SNR_8db,N,New_N_017.wav,24,DeepONMF_H1,1,nndsvd,0.15107155098048602,24x212,0.024494700017385185,24,0.15107155098048602,0.2810631309899692,0.02380220009945333
17,SNR_8db,N,New_N_018.wav,24,DeepONMF_H1,1,nndsvd,0.149244351185174,24x212,0.023790800012648106,24,0.149244351185174,0.27065863342954843,0.02303609997034073
