distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
6-5,2,KNN,DeepONMF_H2,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
6-5,2,KNN,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
6-5,2,KNN,DeepONMF_H2,3,155,33,7,5,0.94,0.96875,0.825,0.9567901234567902,0.896875
6-5,2,KNN,DeepONMF_H2,4,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
6-5,2,KNN,DeepONMF_H2,5,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
6-5,2,KNN,DeepONMF_W,1,149,36,4,11,0.925,0.93125,0.9,0.9738562091503268,0.915625
6-5,2,KNN,DeepONMF_W,2,144,32,8,16,0.88,0.9,0.8,0.9473684210526315,0.8500000000000001
6-5,2,KNN,DeepONMF_W,3,150,34,6,10,0.92,0.9375,0.85,0.9615384615384616,0.89375
6-5,2,KNN,DeepONMF_W,4,149,30,10,11,0.895,0.93125,0.75,0.9371069182389937,0.840625
6-5,2,KNN,DeepONMF_W,5,147,34,6,13,0.905,0.91875,0.85,0.9607843137254902,0.8843749999999999
6-5,2,SVM,DeepONMF_H2,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
6-5,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
6-5,2,SVM,DeepONMF_H2,3,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
6-5,2,SVM,DeepONMF_H2,4,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
6-5,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
6-5,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
6-5,2,SVM,DeepONMF_W,2,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
6-5,2,SVM,DeepONMF_W,3,150,37,3,10,0.935,0.9375,0.925,0.9803921568627451,0.93125
6-5,2,SVM,DeepONMF_W,4,148,38,2,12,0.93,0.925,0.95,0.9866666666666667,0.9375
6-5,2,SVM,DeepONMF_W,5,147,35,5,13,0.91,0.91875,0.875,0.9671052631578947,0.896875
6-5,2,UjaNet,DeepONMF_H2,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
6-5,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
6-5,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
6-5,2,UjaNet,DeepONMF_H2,4,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
6-5,2,UjaNet,DeepONMF_H2,5,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
6-5,2,UjaNet,DeepONMF_W,1,156,37,3,4,0.965,0.975,0.925,0.9811320754716981,0.95
6-5,2,UjaNet,DeepONMF_W,2,155,39,1,5,0.97,0.96875,0.975,0.9935897435897436,0.971875
6-5,2,UjaNet,DeepONMF_W,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
6-5,2,UjaNet,DeepONMF_W,4,149,40,0,11,0.945,0.93125,1.0,1.0,0.965625
6-5,2,UjaNet,DeepONMF_W,5,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
