,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,1,1,0
real_AS,0,36,4,0,0
real_MR,0,1,39,0,0
real_MS,0,0,1,38,1
real_MVP,5,4,2,3,26
