clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,37,159,1,3,0.98,0.925,0.99375,0.9736842105263158,0.9593750000000001,40
AS,36,138,22,4,0.87,0.9,0.8625,0.6206896551724138,0.8812500000000001,40
MR,36,151,9,4,0.935,0.9,0.94375,0.8,0.921875,40
MS,25,131,29,15,0.78,0.625,0.81875,0.46296296296296297,0.721875,40
MVP,3,158,2,37,0.805,0.075,0.9875,0.6,0.53125,40
PROMEDIO_MACRO,137,737,63,63,0.874,0.685,0.92125,0.6914673657323385,0.803125,200
