,N,AS,MR,MS,MVP
N,97.5,0.0,1.0,0.0,1.5
AS,0.0,95.5,2.5,0.0,2.0
MR,2.0,3.5000000000000004,91.0,1.5,2.0
MS,0.0,0.5,1.5,93.5,4.5
MVP,4.5,2.5,1.5,3.5000000000000004,88.0
