,N,AS,MR,MS,MVP
N,96.0,0.0,0.5,0.5,3.0
AS,0.0,96.0,1.5,0.5,2.0
MR,1.5,5.0,89.5,2.5,1.5
MS,1.0,2.0,1.5,92.5,3.0
MVP,4.0,3.0,1.5,2.5,89.0
