,N,AS,MR,MS,MVP
N,76.5,0.5,18.5,0.0,4.5
AS,0.0,59.5,37.0,0.5,3.0
MR,0.5,3.5000000000000004,84.5,2.5,9.0
MS,2.5,1.5,19.5,65.5,11.0
MVP,10.5,10.0,12.0,4.0,63.5
