,N,AS,MR,MS,MVP
N,0.0,50.0,50.0,0.0,0.0
AS,0.0,100.0,0.0,0.0,0.0
MR,0.0,50.0,50.0,0.0,0.0
MS,0.0,50.0,50.0,0.0,0.0
MVP,50.0,50.0,0.0,0.0,0.0
