comparación,distancia
N-AS,0.0824846941338831
N-MR,0.3593714882965859
N-MS,0.26229468219369095
N-MVP,0.44894447687066846
AS-MR,0.2768867941627028
AS-MS,0.17980998805980786
AS-MVP,0.36645978273678537
MR-MS,0.09707680610289493
MR-MVP,0.08957298857408258
MS-MVP,0.1866497946769775
