,N,AS,MR,MS,MVP
N,100.0,0.0,0.0,0.0,0.0
AS,100.0,0.0,0.0,0.0,0.0
MR,100.0,0.0,0.0,0.0,0.0
MS,100.0,0.0,0.0,0.0,0.0
MVP,100.0,0.0,0.0,0.0,0.0
