base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_0db,ONMF_W4,1,PROMEDIO_MACRO,171,771,29,29,0.9420000000000002,0.8550000000000001,0.9637499999999999,0.8810573823339782,0.909375,200
SNR_0db,ONMF_W4,2,PROMEDIO_MACRO,159,759,41,41,0.9179999999999999,0.7949999999999999,0.9487499999999999,0.8096659393628247,0.871875,200
SNR_0db,ONMF_W4,3,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.9612499999999999,0.851025641025641,0.903125,200
SNR_0db,ONMF_W4,4,PROMEDIO_MACRO,172,772,28,28,0.9439999999999997,0.86,0.9650000000000001,0.8602136752136751,0.9125,200
SNR_0db,ONMF_W4,5,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.8200000000000001,0.9550000000000001,0.8376756660110853,0.8875,200
