,N,AS,MR,MS,MVP
N,96.5,0.0,1.0,0.0,2.5
AS,0.0,95.0,2.5,1.5,1.0
MR,2.0,2.0,91.0,3.0,2.0
MS,0.0,1.0,1.0,94.0,4.0
MVP,4.0,3.0,3.0,2.5,87.5
