clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,36,160,0,4,0.98,0.9,1.0,1.0,0.95,40
AS,37,154,6,3,0.955,0.925,0.9625,0.8604651162790697,0.9437500000000001,40
MR,32,142,18,8,0.87,0.8,0.8875,0.64,0.84375,40
MS,32,158,2,8,0.95,0.8,0.9875,0.9411764705882353,0.89375,40
MVP,31,154,6,9,0.925,0.775,0.9625,0.8378378378378378,0.86875,40
PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8400000000000001,0.96,0.8558958849410285,0.9,200
