epoca,loss_train,loss_val
1,0.4325301796197891,0.21947185695171356
2,0.21959935442397469,0.11753129959106445
3,0.1484666390123924,0.06901383399963379
4,0.11655517233731716,0.06401611119508743
5,0.09002267538055189,0.05070336163043976
6,0.06983049541687299,0.06141016632318497
7,0.08408633701114204,0.05278512462973595
8,0.057459427906188035,0.024331282824277878
9,0.04497663352920331,0.02463957853615284
10,0.043883765494300814,0.01756637543439865
11,0.0184237628303603,0.017405852675437927
12,0.016402977921930677,0.010270025581121445
13,0.008456857631197062,0.028823966160416603
14,0.007509413867049403,0.011947515420615673
15,0.0036471373772309036,0.024709077551960945
16,0.003659525313941209,0.01004356611520052
17,0.015308098561985011,0.016694702208042145
18,0.008274979461355926,0.0038230260834097862
19,0.0034633768008971123,0.01222452986985445
20,0.004881435859493475,0.004374856129288673
21,0.00865517841188497,0.014277458190917969
22,0.022976556674543167,0.0077347103506326675
23,0.008870909522939703,0.008198315277695656
24,0.0035922616016998625,0.007197927683591843
25,0.0015041985082444704,0.0046582953073084354
26,0.018685426446973633,0.01775800809264183
27,0.006893989802273082,0.005094909109175205
28,0.0022736015720223996,0.0024422078859061003
29,0.0057474523962198236,0.00484416913241148
30,0.016500425983012018,0.01451802346855402
