,N,AS,MR,MS,MVP
N,93.5,0.0,2.5,0.0,4.0
AS,0.0,89.0,7.5,0.0,3.5000000000000004
MR,3.0,5.0,84.5,0.5,7.000000000000001
MS,0.0,0.5,8.0,83.5,8.0
MVP,4.5,5.5,12.0,3.5000000000000004,74.5
