base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
original,DeepONMF_H1,1,PROMEDIO_MACRO,2,17,3,3,0.76,0.4,0.85,0.16666666666666666,0.625,5
original,DeepONMF_H1,2,PROMEDIO_MACRO,1,16,4,4,0.68,0.2,0.8,0.04,0.5,5
