indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,original,N,New_N_001.wav,32,DeepONMF_H1,1,nndsvd,0.07929347998837397,32x212,0.055178600014187396,32,0.07929347998837397,0.18611401390629442,0.05399000004399568
1,original,N,New_N_002.wav,32,DeepONMF_H1,1,nndsvd,0.07026255061705726,32x212,0.06936490000225604,32,0.07026255061705723,0.1835392468222441,0.044099500053562224
2,original,N,New_N_003.wav,32,DeepONMF_H1,1,nndsvd,0.07516511926514477,32x212,0.07032270007766783,32,0.07516511926514476,0.14249693196497967,0.04582260001916438
3,original,N,New_N_004.wav,32,DeepONMF_H1,1,nndsvd,0.07496416492891794,32x212,0.04311329999472946,32,0.07496416492891794,0.16616513792103157,0.04222160007338971
4,original,N,New_N_005.wav,32,DeepONMF_H1,1,nndsvd,0.07419141360985647,32x212,0.07487840007524937,32,0.07419141360985647,0.16014926946507496,0.05000359995756298
5,original,N,New_N_006.wav,32,DeepONMF_H1,1,nndsvd,0.0791270371803415,32x212,0.053310299990698695,32,0.07912703718034149,0.16825745489085286,0.05201639991719276
6,original,N,New_N_007.wav,32,DeepONMF_H1,1,nndsvd,0.0706893797158811,32x212,0.05603850004263222,32,0.07068937971588113,0.16727290083080018,0.0544893000042066
7,original,N,New_N_008.wav,32,DeepONMF_H1,1,nndsvd,0.06878528925109464,32x212,0.056783100008033216,32,0.0687852892510947,0.15233077455161587,0.05561509996186942
8,original,N,New_N_009.wav,32,DeepONMF_H1,1,nndsvd,0.07285645708909612,32x212,0.050608999910764396,32,0.07285645708909608,0.16172143055098973,0.049438699963502586
9,original,N,New_N_010.wav,32,DeepONMF_H1,1,nndsvd,0.08006989994428719,32x212,0.07080759992823005,32,0.08006989994428718,0.14547202814200863,0.04446839995216578
10,original,N,New_N_011.wav,32,DeepONMF_H1,1,nndsvd,0.07173494146332893,32x212,0.04587369994260371,32,0.07173494146332891,0.17277975729954134,0.044844700023531914
11,original,N,New_N_012.wav,32,DeepONMF_H1,1,nndsvd,0.07042620417564387,32x212,0.0483080999692902,32,0.07042620417564385,0.17232841064631615,0.04722639999818057
12,original,N,New_N_013.wav,32,DeepONMF_H1,1,nndsvd,0.07840521547994399,32x212,0.04548259999137372,32,0.07840521547994397,0.16438892415494047,0.04449239990208298
13,original,N,New_N_014.wav,32,DeepONMF_H1,1,nndsvd,0.07474842182877409,32x212,0.04631909995805472,32,0.07474842182877409,0.1797476370904542,0.04523159994278103
14,original,N,New_N_015.wav,32,DeepONMF_H1,1,nndsvd,0.07497704434100567,32x212,0.041913499939255416,32,0.07497704434100567,0.1668178075383868,0.040878099971450865
15,original,N,New_N_016.wav,32,DeepONMF_H1,1,nndsvd,0.07291156548214045,32x212,0.046977999969385564,32,0.07291156548214045,0.14396617573871093,0.046007399912923574
16,original,N,New_N_017.wav,32,DeepONMF_H1,1,nndsvd,0.0769392455213653,32x212,0.047059400007128716,32,0.0769392455213653,0.16367572482858853,0.0461549999890849
17,original,N,New_N_018.wav,32,DeepONMF_H1,1,nndsvd,0.07720585697632613,32x212,0.04230770003050566,32,0.07720585697632612,0.16602185162075664,0.041211599949747324
18,original,N,New_N_019.wav,32,DeepONMF_H1,1,nndsvd,0.07870255835131475,32x212,0.04250560002401471,32,0.07870255835131475,0.16431731380893963,0.041580199962481856
19,original,N,New_N_020.wav,32,DeepONMF_H1,1,nndsvd,0.07811461513396749,32x212,0.06689899996854365,32,0.07811461513396749,0.17254089501170256,0.04110839997883886
20,original,N,New_N_021.wav,32,DeepONMF_H1,1,nndsvd,0.07151603501741102,32x212,0.041700700065121055,32,0.07151603501741101,0.17010599709398286,0.040618699975311756
21,original,N,New_N_022.wav,32,DeepONMF_H1,1,nndsvd,0.07401646772481635,32x212,0.045016600051894784,32,0.07401646772481633,0.16586636105104577,0.043748400057666004
