indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_0db,N,New_N_001.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.37718343743216043,8x212,0.027919000014662743,10,0.29454621741586984,0.3266234007341853,0.01618359994608909,9,0.08585365280505435,0.3217259196393251,0.004319299943745136,9,0.05605669823284766,0.31168093049890516,0.003370500053279102,8,0.08801938469969033,0.31486997291268104,0.003089000005275011
1,SNR_0db,N,New_N_002.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.37371738751786854,8x212,0.027286900090985,10,0.2903974977180382,0.3422017142050626,0.01599410001654178,9,0.08415248703960916,0.33856219987524516,0.0033711999421939254,9,0.0557544244264012,0.3336735870307331,0.003247699933126569,8,0.08648578628738539,0.34454250044737517,0.003692199941724539
2,SNR_0db,N,New_N_003.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.37706802652257526,8x212,0.026309699984267354,10,0.2951528229604197,0.3380294508260101,0.0152631999226287,9,0.08233136296255739,0.33687366136299035,0.003978600027039647,9,0.055789091549530705,0.33205654385560923,0.003251599962823093,8,0.08432992914630806,0.33610033077527757,0.0029452999588102102
3,SNR_0db,N,New_N_004.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.3786014719873056,8x212,0.026229499955661595,10,0.2973401539371981,0.3521886672993859,0.014701700070872903,9,0.08458317846125077,0.3499292606005544,0.00406099995598197,9,0.05574423790544588,0.3453536284511682,0.0034821999724954367,8,0.08687567979369618,0.33962119792394685,0.003096100059337914
4,SNR_0db,N,New_N_005.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.37549244232011353,8x212,0.025954400072805583,10,0.2925738680362162,0.3307807099913524,0.015007299953140318,9,0.08577392333821142,0.33329699980385036,0.003696999978274107,9,0.05575257491814013,0.32749798150792625,0.0033039000118151307,8,0.08455271813058644,0.32917412475081254,0.003028400009498
5,SNR_0db,N,New_N_006.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.3779641959987864,8x212,0.0279296999797225,10,0.29585904812058395,0.34956452760738377,0.015994299901649356,9,0.08396565495574797,0.3494993487033889,0.004332400043494999,9,0.05585231467892764,0.34214985403868475,0.0034413000103086233,8,0.08464464149887559,0.34141765715107325,0.0031248999293893576
6,SNR_0db,N,New_N_007.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.3786539403910156,8x212,0.02744959993287921,10,0.29576774869281985,0.32793317949704337,0.01567069999873638,9,0.08691697875676739,0.33007115368571427,0.0038509999867528677,9,0.055781108861194,0.3244251966330084,0.003721499931998551,8,0.08815060345269653,0.320796122261178,0.0031562000513076782
7,SNR_0db,N,New_N_008.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.37610365087606246,8x212,0.026231299969367683,10,0.2920626167922235,0.3422298719953145,0.015457000001333654,9,0.0872549242914525,0.34045942092028864,0.0035562000703066587,9,0.055999857504600944,0.3310328074962974,0.0032902000239118934,8,0.08863498399267303,0.3321008044364622,0.0029941999819129705
8,SNR_0db,N,New_N_009.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.3754858863451517,8x212,0.026018799981102347,10,0.29295631065530897,0.3517807099227758,0.014840999967418611,9,0.08508502478901636,0.3526289922402179,0.0036636999575421214,9,0.05582466253625914,0.34555414600659046,0.003541099955327809,8,0.08442172917573941,0.3381044292864224,0.0030018999241292477
9,SNR_0db,N,New_N_010.wav,10-9-9-8,DeepONMF_H4,4,nndsvd,0.37652802929488427,8x212,0.027183800004422665,10,0.29291418187711904,0.35179666026184286,0.015478499932214618,9,0.08670385341210758,0.3479748435948917,0.004401499987579882,9,0.055748059494768784,0.341196866202904,0.003058500005863607,8,0.08513526258874941,0.3456684363258365,0.003382100025191903
