indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,SNR_-5db,N,New_N_001.wav,28-2,DeepONMF_H2,2,0.4178009001263393,2x212,0.023684000014327466,28,0.30150611629694907,0.26506477154498936,0.01982809999026358,2,0.7603875814086154,0.17458987748131205,0.0028744000010192394
1,SNR_-5db,N,New_N_002.wav,28-2,DeepONMF_H2,2,0.42565759901101463,2x212,0.022044000099413097,28,0.300206890637216,0.2558293004488445,0.01857309998013079,2,0.7563179185827696,0.15355352089645904,0.002760200062766671
2,SNR_-5db,N,New_N_003.wav,28-2,DeepONMF_H2,2,0.5683635185007492,2x212,0.021374300005845726,28,0.29987410078718135,0.2551679929326263,0.017947200103662908,2,0.7395257214707777,0.2020823360218807,0.002665099920704961
3,SNR_-5db,N,New_N_004.wav,28-2,DeepONMF_H2,2,0.43129657969014007,2x212,0.020953700062818825,28,0.3054405953722851,0.265186835993762,0.01788609998766333,2,0.7633943508898372,0.17327871280069895,0.0022953000152483582
4,SNR_-5db,N,New_N_005.wav,28-2,DeepONMF_H2,2,0.4664471963411003,2x212,0.02045810001436621,28,0.304031007347135,0.26257862620996486,0.01657790003810078,2,0.7375003308032695,0.16026609599293917,0.0030753000173717737
5,SNR_-5db,N,New_N_006.wav,28-2,DeepONMF_H2,2,0.4112172224244538,2x212,0.021723699988797307,28,0.3033479838475155,0.2572565304016953,0.018318300019018352,2,0.7631747132216624,0.16910841995106396,0.0026981999399140477
6,SNR_-5db,N,New_N_007.wav,28-2,DeepONMF_H2,2,0.45842262798694455,2x212,0.02102980006020516,28,0.307499732960033,0.24426207109412384,0.017778599984012544,2,0.7765686218883555,0.17438192999718943,0.0023946999572217464
7,SNR_-5db,N,New_N_008.wav,28-2,DeepONMF_H2,2,0.41578445448682416,2x212,0.021013200050219893,28,0.3032694774669434,0.26126450586640776,0.017762300092726946,2,0.7781711178514515,0.18017501655442902,0.002301399945281446
8,SNR_-5db,N,New_N_009.wav,28-2,DeepONMF_H2,2,0.42924579862339146,2x212,0.01702799997292459,28,0.30089912748118297,0.2661223054850105,0.013620499987155199,2,0.7581139206570255,0.19287704855263538,0.0023006999399513006
9,SNR_-5db,N,New_N_010.wav,28-2,DeepONMF_H2,2,0.43414250070773197,2x212,0.020216100034303963,28,0.2998783885367984,0.2678885415372468,0.01691979996394366,2,0.6608005273153589,0.13986543793308512,0.002539200009778142
10,SNR_-5db,N,New_N_011.wav,28-2,DeepONMF_H2,2,0.46319861116724353,2x212,0.02010409999638796,28,0.3008436637243783,0.26407464455326396,0.017161200055852532,2,0.7202921400677601,0.21441978539209203,0.002333999960683286
11,SNR_-5db,N,New_N_012.wav,28-2,DeepONMF_H2,2,0.4487496986449675,2x212,0.018667900003492832,28,0.304022998657673,0.27172237090949897,0.015620699967257679,2,0.7199923016541807,0.17571100735000814,0.0023030999582260847
12,SNR_-5db,N,New_N_013.wav,28-2,DeepONMF_H2,2,0.49267853383864074,2x212,0.02127429994288832,28,0.30029343715790313,0.2551367192495983,0.01773940003477037,2,0.7438569903767047,0.20911869446608705,0.0026160000124946237
13,SNR_-5db,N,New_N_014.wav,28-2,DeepONMF_H2,2,0.45123210741900266,2x212,0.02032780006993562,28,0.30374571674706946,0.2609723818923986,0.016530399909242988,2,0.7125343241121546,0.14706676914477854,0.0025228000013157725
14,SNR_-5db,N,New_N_015.wav,28-2,DeepONMF_H2,2,0.4166490205054108,2x212,0.01900430000387132,28,0.30268971123106847,0.27273588789328995,0.01554639998357743,2,0.7578727023469354,0.20507277794218395,0.002671099966391921
15,SNR_-5db,N,New_N_016.wav,28-2,DeepONMF_H2,2,0.6264721167913192,2x212,0.01799259998369962,28,0.30250288439245593,0.25298459776769294,0.014772200025618076,2,0.7701285035885506,0.23008019412267966,0.0024533000541850924
16,SNR_-5db,N,New_N_017.wav,28-2,DeepONMF_H2,2,0.5136119751799442,2x212,0.018264300073496997,28,0.3013519882482299,0.26694176221611454,0.015142800053581595,2,0.7091857528699069,0.17633892267688045,0.0023584000300616026
17,SNR_-5db,N,New_N_018.wav,28-2,DeepONMF_H2,2,0.41797801084779834,2x212,0.017960299970582128,28,0.29889618119567957,0.26701650372747826,0.01491090003401041,2,0.753897798172153,0.19431257737364566,0.0023649000795558095
18,SNR_-5db,N,New_N_019.wav,28-2,DeepONMF_H2,2,0.42630234158320635,2x212,0.02039099996909499,28,0.3035729773244115,0.2506034714322002,0.017249200027436018,2,0.766225876980517,0.17943300318181316,0.002357600023970008
19,SNR_-5db,N,New_N_020.wav,28-2,DeepONMF_H2,2,0.4150958734337272,2x212,0.021641999948769808,28,0.29891021491223563,0.2658864356175187,0.018160299980081618,2,0.7678038486626075,0.16243710793528313,0.002491899998858571
20,SNR_-5db,N,New_N_021.wav,28-2,DeepONMF_H2,2,0.44799795030462874,2x212,0.0201054000062868,28,0.30142297826168624,0.26399291679456666,0.01596569991670549,2,0.7439011405079802,0.16154415265725253,0.0032399999909102917
21,SNR_-5db,N,New_N_022.wav,28-2,DeepONMF_H2,2,0.44663666949448144,2x212,0.01905629993416369,28,0.30404281208953476,0.2744156759914283,0.015869099996052682,2,0.6995600560981542,0.1575527401003174,0.0024172000121325254
22,SNR_-5db,N,New_N_023.wav,28-2,DeepONMF_H2,2,0.43992691904642584,2x212,0.02036159997805953,28,0.30385373765029555,0.24498504593048254,0.017317900084890425,2,0.7812347796262535,0.17359902810497618,0.0023660999722778797
23,SNR_-5db,N,New_N_024.wav,28-2,DeepONMF_H2,2,0.44506803374740445,2x212,0.01985319994855672,28,0.30538982123531677,0.2583589355290596,0.016525200102478266,2,0.7459873008709174,0.1683799927921189,0.0025065999943763018
24,SNR_-5db,N,New_N_025.wav,28-2,DeepONMF_H2,2,0.4220877094182319,2x212,0.023740600096061826,28,0.3028868626172535,0.2651562763466699,0.01947429997380823,2,0.7644398147525944,0.17962265220443913,0.0033234000438824296
25,SNR_-5db,N,New_N_026.wav,28-2,DeepONMF_H2,2,0.4118428265596397,2x212,0.021750899963080883,28,0.305324170089913,0.26015392587368236,0.018301900010555983,2,0.7704797269869917,0.19548706723293932,0.0026196000399068
