,N,AS,MR,MS,MVP
N,98.0,0.0,0.0,0.0,2.0
AS,0.0,97.0,1.0,0.5,1.5
MR,1.0,4.5,91.5,1.5,1.5
MS,1.0,1.0,1.5,94.5,2.0
MVP,2.0,2.5,1.0,2.0,92.5
