,N,AS,MR,MS,MVP
N,80.5,0.5,15.0,0.0,4.0
AS,0.0,74.5,17.0,0.0,8.5
MR,0.0,2.0,90.0,1.5,6.5
MS,0.0,0.0,22.0,66.5,11.5
MVP,4.5,5.5,17.5,3.5000000000000004,69.0
