distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
15-12-9-6-3,5,KNN,DeepONMF_H5,1,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.95875,0.8660173457799235,0.896875,200
15-12-9-6-3,5,KNN,DeepONMF_H5,2,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575000000000001,0.8322912791062438,0.89375,200
15-12-9-6-3,5,KNN,DeepONMF_H5,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8399473684210527,0.890625,200
15-12-9-6-3,5,KNN,DeepONMF_H5,4,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9549999999999998,0.8278717837156258,0.8875,200
15-12-9-6-3,5,KNN,DeepONMF_H5,5,PROMEDIO_MACRO,163,763,37,37,0.9259999999999999,0.8150000000000001,0.95375,0.8390030229577251,0.884375,200
15-12-9-6-3,5,KNN,DeepONMF_W,1,PROMEDIO_MACRO,130,730,70,70,0.86,0.6500000000000001,0.9125,0.6737455197132617,0.78125,200
15-12-9-6-3,5,KNN,DeepONMF_W,2,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6791185897435896,0.78125,200
15-12-9-6-3,5,KNN,DeepONMF_W,3,PROMEDIO_MACRO,127,727,73,73,0.8540000000000001,0.635,0.9087499999999998,0.6639300552262248,0.771875,200
15-12-9-6-3,5,KNN,DeepONMF_W,4,PROMEDIO_MACRO,130,730,70,70,0.8600000000000001,0.65,0.9125,0.6846557298099949,0.78125,200
15-12-9-6-3,5,KNN,DeepONMF_W,5,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.9137500000000001,0.7106666666666667,0.784375,200
15-12-9-6-3,5,SVM,DeepONMF_H5,1,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.9737500000000001,0.8987776998415296,0.934375,200
15-12-9-6-3,5,SVM,DeepONMF_H5,2,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8699999999999999,0.9675,0.8707297651094045,0.91875,200
15-12-9-6-3,5,SVM,DeepONMF_H5,3,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8733123207541812,0.921875,200
15-12-9-6-3,5,SVM,DeepONMF_H5,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8855578655578655,0.928125,200
15-12-9-6-3,5,SVM,DeepONMF_H5,5,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9085579803166454,0.940625,200
15-12-9-6-3,5,SVM,DeepONMF_W,1,PROMEDIO_MACRO,152,752,48,48,0.9039999999999999,0.76,0.9400000000000001,0.7932225063938618,0.85,200
15-12-9-6-3,5,SVM,DeepONMF_W,2,PROMEDIO_MACRO,142,742,58,58,0.884,0.71,0.9275,0.7232006812195492,0.81875,200
15-12-9-6-3,5,SVM,DeepONMF_W,3,PROMEDIO_MACRO,152,752,48,48,0.9039999999999999,0.76,0.9400000000000001,0.7794696515922931,0.85,200
15-12-9-6-3,5,SVM,DeepONMF_W,4,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.715,0.9287500000000002,0.7185872097928876,0.821875,200
15-12-9-6-3,5,SVM,DeepONMF_W,5,PROMEDIO_MACRO,150,750,50,50,0.9,0.7500000000000001,0.9375,0.7608030303030303,0.84375,200
15-12-9-6-3,5,UjaNet,DeepONMF_H5,1,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.9299999999999999,0.9824999999999999,0.9314518002322881,0.95625,200
15-12-9-6-3,5,UjaNet,DeepONMF_H5,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8856390977443608,0.928125,200
15-12-9-6-3,5,UjaNet,DeepONMF_H5,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712500000000001,0.8966307483311391,0.928125,200
15-12-9-6-3,5,UjaNet,DeepONMF_H5,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9160601272924765,0.946875,200
15-12-9-6-3,5,UjaNet,DeepONMF_H5,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.9402714102328993,0.9625,200
15-12-9-6-3,5,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.95875,0.8420429631954649,0.896875,200
15-12-9-6-3,5,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,170,770,30,30,0.9400000000000001,0.85,0.9625,0.8607846660676849,0.90625,200
15-12-9-6-3,5,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,162,762,38,38,0.924,0.8099999999999999,0.9525,0.8172752813629665,0.8812500000000002,200
15-12-9-6-3,5,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637499999999999,0.8627320234823035,0.909375,200
15-12-9-6-3,5,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8788582691338469,0.921875,200
