,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,94.5,3.0,0.0,2.5
MR,1.0,2.0,93.0,2.5,1.5
MS,0.0,0.0,2.0,94.0,4.0
MVP,1.5,0.5,1.5,1.5,95.0
