,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,38,1,0,1
real_MR,0,4,36,0,0
real_MS,1,2,0,37,0
real_MVP,2,4,0,0,34
