,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,0,4
real_AS,0,38,2,0,0
real_MR,2,2,33,1,2
real_MS,0,0,1,38,1
real_MVP,2,3,0,0,35
