clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,33,150,10,7,0.915,0.825,0.9375,0.7674418604651163,0.88125,40
AS,37,155,5,3,0.96,0.925,0.96875,0.8809523809523809,0.946875,40
MR,29,151,9,11,0.9,0.725,0.94375,0.7631578947368421,0.834375,40
MS,37,158,2,3,0.975,0.925,0.9875,0.9487179487179487,0.95625,40
MVP,29,151,9,11,0.9,0.725,0.94375,0.7631578947368421,0.834375,40
PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.824685595921826,0.890625,200
