,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,0,27,8,2,3
real_MR,0,1,36,3,0
real_MS,0,3,2,35,0
real_MVP,0,1,2,2,35
