clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,35,156,4,5,0.955,0.875,0.975,0.8974358974358975,0.925,40
AS,34,158,2,6,0.96,0.85,0.9875,0.9444444444444444,0.91875,40
MR,37,145,15,3,0.91,0.925,0.90625,0.7115384615384616,0.915625,40
MS,32,157,3,8,0.945,0.8,0.98125,0.9142857142857143,0.890625,40
MVP,29,151,9,11,0.9,0.725,0.94375,0.7631578947368421,0.834375,40
PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.9587499999999999,0.846172482488272,0.896875,200
