clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,37,147,13,3,0.92,0.925,0.91875,0.74,0.921875,40
AS,31,123,37,9,0.77,0.775,0.76875,0.45588235294117646,0.7718750000000001,40
MR,26,155,5,14,0.905,0.65,0.96875,0.8387096774193549,0.809375,40
MS,16,152,8,24,0.84,0.4,0.95,0.6666666666666666,0.675,40
MVP,21,154,6,19,0.875,0.525,0.9625,0.7777777777777778,0.74375,40
PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.9137500000000001,0.6958072949609951,0.7843749999999999,200
