indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,N,New_N_001.wav,9-5-4,3,0.2576998080206616,126x4,4x212,9,0.07350950873507105,0.34468203243279266,0.006830999998783227,5,0.24359206537651235,0.19597046436133864,0.002532999998948071,4,0.22918027265572521,0.1801328717222639,0.0020986000017728657
1,N,New_N_002.wav,9-5-4,3,0.232768202837849,126x4,4x212,9,0.07205196521517813,0.35754106194876073,0.006001999994623475,5,0.2369943374464052,0.12752755142341485,0.0023098000019672327,4,0.17840168103793738,0.12299807671334427,0.0021972999966237694
2,N,New_N_003.wav,9-5-4,3,0.3000389740403763,126x4,4x212,9,0.07255800024375166,0.36014950414354835,0.0061409000045387074,5,0.26698570486167655,0.21616332298937993,0.0027292000013403594,4,0.4020784298819356,0.1377217969305982,0.0020380999994813465
3,N,New_N_004.wav,9-5-4,3,0.21699928548260816,126x4,4x212,9,0.06740704087065719,0.40067885914445406,0.006671000002825167,5,0.25572381864632,0.23011120375300814,0.002851199998985976,4,0.22187890431363924,0.1789958151846515,0.002018899998802226
4,N,New_N_005.wav,9-5-4,3,0.2287218268555228,126x4,4x212,9,0.06286382685423861,0.3213949463652088,0.0062063000004854985,5,0.30186379095499255,0.23052367403414453,0.002398900003754534,4,0.22745471034222112,0.18134850186076504,0.0020726000002468936
5,N,New_N_006.wav,9-5-4,3,0.24971476736664402,126x4,4x212,9,0.06732863931743682,0.3498032716452037,0.006303300004219636,5,0.2439300856081968,0.18998494260610138,0.0022649000020464882,4,0.2591313565740222,0.17987193819540723,0.002212400002463255
6,N,New_N_007.wav,9-5-4,3,0.24936407612917652,126x4,4x212,9,0.08735660652495958,0.39340066709930566,0.006134700000984594,5,0.2732122664406108,0.2013999830877938,0.0029646999973920174,4,0.22362978867161096,0.14276708247415903,0.001965399998880457
7,N,New_N_008.wav,9-5-4,3,0.24107759885111021,126x4,4x212,9,0.06306051757667851,0.3200896228060006,0.006916600003023632,5,0.31103415995167827,0.21253251297240333,0.0029945000060251914,4,0.2855358613165664,0.1703258635132425,0.0021287999988999218
8,N,New_N_009.wav,9-5-4,3,0.27233187921119684,126x4,4x212,9,0.06096309905321858,0.38060048516785855,0.006887399998959154,5,0.24577654910093913,0.2378103930602448,0.002585700000054203,4,0.3526040615430782,0.19489947589007608,0.0022221000035642646
9,N,New_N_010.wav,9-5-4,3,0.2366686262975505,126x4,4x212,9,0.06843742731410647,0.3292550178761163,0.00665090000256896,5,0.22463903656495263,0.26540072701886824,0.0032745999997132458,4,0.21189565571277835,0.1697255555528351,0.002615099998365622
