,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,0,2
real_AS,0,39,0,0,1
real_MR,1,6,29,2,2
real_MS,0,0,0,36,4
real_MVP,3,2,0,1,34
