comparación,distancia
N-AS,0.11895753449676993
N-MR,0.4244546622170471
N-MS,0.9101048845096515
N-MVP,0.8003280656808827
AS-MR,0.543412196713817
AS-MS,1.0290624190064215
AS-MVP,0.9192856001776526
MR-MS,0.48565022229260446
MR-MVP,0.37587340346383563
MS-MVP,0.10977681882876883
