,N,AS,MR,MS,MVP
N,84.5,0.0,12.0,0.0,3.5000000000000004
AS,0.0,77.5,19.0,0.5,3.0
MR,1.0,1.5,90.0,2.5,5.0
MS,0.5,0.5,20.0,69.0,10.0
MVP,8.0,7.000000000000001,15.5,2.5,67.0
