distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
15-6,2,KNN,DeepONMF_H2,1,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
15-6,2,KNN,DeepONMF_H2,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
15-6,2,KNN,DeepONMF_H2,3,156,33,7,4,0.945,0.975,0.825,0.9570552147239264,0.8999999999999999
15-6,2,KNN,DeepONMF_H2,4,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
15-6,2,KNN,DeepONMF_H2,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
15-6,2,KNN,DeepONMF_W,1,149,37,3,11,0.93,0.93125,0.925,0.9802631578947368,0.9281250000000001
15-6,2,KNN,DeepONMF_W,2,146,32,8,14,0.89,0.9125,0.8,0.948051948051948,0.85625
15-6,2,KNN,DeepONMF_W,3,146,34,6,14,0.9,0.9125,0.85,0.9605263157894737,0.88125
15-6,2,KNN,DeepONMF_W,4,146,32,8,14,0.89,0.9125,0.8,0.948051948051948,0.85625
15-6,2,KNN,DeepONMF_W,5,141,35,5,19,0.88,0.88125,0.875,0.9657534246575342,0.878125
15-6,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
15-6,2,SVM,DeepONMF_H2,2,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
15-6,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
15-6,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
15-6,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
15-6,2,SVM,DeepONMF_W,1,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
15-6,2,SVM,DeepONMF_W,2,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
15-6,2,SVM,DeepONMF_W,3,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
15-6,2,SVM,DeepONMF_W,4,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
15-6,2,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
15-6,2,UjaNet,DeepONMF_H2,1,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
15-6,2,UjaNet,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
15-6,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
15-6,2,UjaNet,DeepONMF_H2,4,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
15-6,2,UjaNet,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
15-6,2,UjaNet,DeepONMF_W,1,152,38,2,8,0.95,0.95,0.95,0.987012987012987,0.95
15-6,2,UjaNet,DeepONMF_W,2,152,38,2,8,0.95,0.95,0.95,0.987012987012987,0.95
15-6,2,UjaNet,DeepONMF_W,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
15-6,2,UjaNet,DeepONMF_W,4,158,39,1,2,0.985,0.9875,0.975,0.9937106918238994,0.98125
15-6,2,UjaNet,DeepONMF_W,5,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
