,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,1,0,2,0
real_AS,0,30,0,6,4
real_MR,0,4,30,5,1
real_MS,1,1,1,35,2
real_MVP,8,3,2,2,25
