indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_0db,N,New_N_001.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4046805655308936,2x212,0.023734499933198094,16,0.27158651196613043,0.3054637907194547,0.016618399997241795,6,0.22106112694307736,0.3253464968484858,0.0038035999750718474,2,0.20209816885830076,0.14123138489841353,0.002109199995175004
1,SNR_0db,N,New_N_002.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.3979980505211232,2x212,0.021581500070169568,16,0.26900877616684826,0.3286232846368261,0.016000499948859215,6,0.2061091946590515,0.3526046106821991,0.002865699934773147,2,0.19720039011965693,0.14248505215799592,0.0019582000095397234
2,SNR_0db,N,New_N_003.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.40513765592378764,2x212,0.0228303000330925,16,0.27362189505344603,0.32009355832289876,0.016449799994006753,6,0.21126324246700962,0.3359178209081128,0.0031429999507963657,2,0.20530795038817728,0.13749873775363983,0.002082900027744472
3,SNR_0db,N,New_N_004.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4059693477996217,2x212,0.022728399955667555,16,0.2747854679411852,0.3288097755439816,0.015997299924492836,6,0.21484353939177447,0.33713936493335306,0.0036039999686181545,2,0.20704792479026643,0.12959837363121207,0.002279799897223711
4,SNR_0db,N,New_N_005.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4079343870529072,2x212,0.023096500081010163,16,0.271285670989051,0.31808832992982256,0.01660859992261976,6,0.21060691926204647,0.3444407522053114,0.0033548000501468778,2,0.21006637583688328,0.12740297014212326,0.0022993000457063317
5,SNR_0db,N,New_N_006.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.41010170039729116,2x212,0.024989400058984756,16,0.2734447014243851,0.31803350469119973,0.017723900033161044,6,0.2158679448104496,0.3234808071585104,0.003828700049780309,2,0.2107480156541741,0.1284738150851611,0.0024428999749943614
6,SNR_0db,N,New_N_007.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4096580582857331,2x212,0.02586559997871518,16,0.2731546747562204,0.31535891296371527,0.018937600078061223,6,0.21805806744638231,0.31201788218399124,0.0036389000015333295,2,0.21173186224385865,0.12630624019710734,0.0024916999973356724
7,SNR_0db,N,New_N_008.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4131246422492195,2x212,0.02613560005556792,16,0.2684818139678379,0.3190387928966351,0.01827120000962168,6,0.2200503109680079,0.32351797645562236,0.004441200057044625,2,0.22004801314530803,0.12515940538296239,0.0025958999758586287
8,SNR_0db,N,New_N_009.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.404053525902753,2x212,0.027335899998433888,16,0.27012066173132665,0.32147294552105643,0.020064099924638867,6,0.2156957951142091,0.33549913847222695,0.0037697000661864877,2,0.21003954128781613,0.13551280363833024,0.002451700042001903
9,SNR_0db,N,New_N_010.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4097215110790972,2x212,0.024518200079910457,16,0.2714215874520726,0.3204996228000354,0.017591700074262917,6,0.21640910768729285,0.36807359210967305,0.003577800001949072,2,0.21480507378397384,0.13408689431130866,0.0024133999831974506
10,SNR_0db,N,New_N_011.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.41040510869381885,2x212,0.02595759998075664,16,0.27206186823742734,0.3209123268477902,0.018451500101946294,6,0.21741525269168568,0.3183252087583803,0.003956000087782741,2,0.21757657919840542,0.12739314419910766,0.002507900004275143
11,SNR_0db,N,New_N_012.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.40701318768989064,2x212,0.02393809997010976,16,0.273761547898349,0.3034365795116298,0.016943899914622307,6,0.2167832026070182,0.318431433838376,0.003742599976249039,2,0.20811275271043525,0.12739435852667474,0.0022637000074610114
12,SNR_0db,N,New_N_013.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4104507562759186,2x212,0.023779300041496754,16,0.2703389036160451,0.32528728565631443,0.016980899963527918,6,0.21434166060641838,0.32508617427738806,0.003613100037910044,2,0.2195606625469771,0.1380890824994142,0.002257100073620677
13,SNR_0db,N,New_N_014.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4034500166643766,2x212,0.0245545000070706,16,0.26902949738763293,0.32024478036385795,0.01740150002297014,6,0.21309866233790445,0.33405467648013215,0.003895699977874756,2,0.2124512301692459,0.13621403189419606,0.002289899974130094
14,SNR_0db,N,New_N_015.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.40362752392563517,2x212,0.022760599968023598,16,0.27823497445860546,0.3120883692981136,0.01634510001167655,6,0.21766917275323672,0.3512896071603631,0.003530499991029501,2,0.19645018858046187,0.14230466387146884,0.002107999986037612
15,SNR_0db,N,New_N_016.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4131773229659198,2x212,0.023303700028918684,16,0.27674630113617077,0.3087914001119086,0.01677620003465563,6,0.21641983279643454,0.312261592083614,0.003557399963028729,2,0.21768597435865167,0.1463424991961073,0.002252600039355457
16,SNR_0db,N,New_N_017.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.41469656981200975,2x212,0.0214638999896124,16,0.27846777224149283,0.3206064550873657,0.015488300006836653,6,0.2208142006082541,0.33695411349306836,0.003104700008407235,2,0.216993107614263,0.12713489431430353,0.0020944999996572733
17,SNR_0db,N,New_N_018.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4049050500231918,2x212,0.022802799940109253,16,0.27430090947823577,0.31571217139383,0.01564600004348904,6,0.2171608520402323,0.33092732693633653,0.003845499944873154,2,0.20801590240767762,0.14306933640079203,0.0020484999986365438
18,SNR_0db,N,New_N_019.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4081708760424849,2x212,0.024218600010499358,16,0.2732289692307186,0.31180594347530755,0.016464199987240136,6,0.21490661089720267,0.31609671521116217,0.004690100089646876,2,0.20686913322434503,0.12026160469201685,0.0022764999885112047
19,SNR_0db,N,New_N_020.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4088033218935885,2x212,0.021179300034418702,16,0.27308330802058334,0.32594704913370776,0.01522790000308305,6,0.21486495492529795,0.3281226212331961,0.0030478000408038497,2,0.20992650810799354,0.1280121128383701,0.002050400013104081
20,SNR_0db,N,New_N_021.wav,16-6-2,DeepONMF_H3,3,nndsvd,0.4100462211627492,2x212,0.022134300088509917,16,0.27015324670647617,0.3238994369601438,0.015701399999670684,6,0.21560746850113535,0.3338836491490488,0.0035529000451788306,2,0.20395742245759127,0.13659571119390876,0.0020107999444007874
