,N,AS,MR,MS,MVP
N,99.0,0.0,0.0,1.0,0.0
AS,0.0,96.0,4.0,0.0,0.0
MR,0.5,3.5000000000000004,92.0,0.5,3.5000000000000004
MS,0.0,0.5,0.5,96.5,2.5
MVP,1.0,2.0,6.0,2.0,89.0
