indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,original,N,New_N_001.wav,8-2,DeepONMF_H2,2,nndsvd,0.15695487047006096,2x212,0.01775369991082698,8,0.08371832309601922,0.3033209547648901,0.014428999973461032,2,0.10225285232388855,0.36963624387083316,0.00237360002938658
1,original,N,New_N_002.wav,8-2,DeepONMF_H2,2,nndsvd,0.15580298260908557,2x212,0.017454999964684248,8,0.07859853150200857,0.2704209993076135,0.014328100020065904,2,0.10589461105811128,0.3395614143032709,0.0023410000139847398
2,original,N,New_N_003.wav,8-2,DeepONMF_H2,2,nndsvd,0.15242610636210424,2x212,0.016938099986873567,8,0.08426130676331668,0.29816397739467865,0.013938300078734756,2,0.09496235210396042,0.45852229659680943,0.0023268000222742558
3,original,N,New_N_004.wav,8-2,DeepONMF_H2,2,nndsvd,0.1509541010403337,2x212,0.018031700048595667,8,0.0807056058045963,0.2943225381295172,0.014496399904601276,2,0.09894219613615247,0.34184101948068285,0.00277820008341223
4,original,N,New_N_005.wav,8-2,DeepONMF_H2,2,nndsvd,0.15247396929415144,2x212,0.017314500059001148,8,0.08269323389488027,0.31916998893264603,0.014123199973255396,2,0.09369485229069521,0.4839169958948841,0.002339300001040101
5,original,N,New_N_006.wav,8-2,DeepONMF_H2,2,nndsvd,0.15839956001561772,2x212,0.016911600017920136,8,0.0853687579476877,0.30475119882104706,0.013247699942439795,2,0.10333868355741847,0.3858494221719344,0.0029572000494226813
6,original,N,New_N_007.wav,8-2,DeepONMF_H2,2,nndsvd,0.15780816293946073,2x212,0.016873200074769557,8,0.07969426260998473,0.2585893040089852,0.013463699957355857,2,0.10651145231454137,0.41997371711372156,0.0027423000428825617
7,original,N,New_N_008.wav,8-2,DeepONMF_H2,2,nndsvd,0.16107722768518487,2x212,0.01675670000258833,8,0.08429231983552055,0.3055007327698401,0.013361999997869134,2,0.10802083106034793,0.39051058536000394,0.0026123999850824475
8,original,N,New_N_009.wav,8-2,DeepONMF_H2,2,nndsvd,0.1609450849371872,2x212,0.018685500021092594,8,0.08226679617521936,0.24624629610946602,0.014412600081413984,2,0.10934822362371709,0.4047149212422468,0.0033602999756112695
9,original,N,New_N_010.wav,8-2,DeepONMF_H2,2,nndsvd,0.17365823695850863,2x212,0.017653699964284897,8,0.09127288814831999,0.2996214319560688,0.014150500064715743,2,0.12006944818878217,0.5156416417659075,0.002656299970112741
10,original,N,New_N_011.wav,8-2,DeepONMF_H2,2,nndsvd,0.15595084867897693,2x212,0.018601100076921284,8,0.07929359021549838,0.29163419874563246,0.014847699902020395,2,0.1064313201064261,0.3707141594718998,0.0029489999869838357
11,original,N,New_N_012.wav,8-2,DeepONMF_H2,2,nndsvd,0.16866806603372303,2x212,0.01932760002091527,8,0.07930120403835506,0.28820643568790777,0.015799000044353306,2,0.1273999394567255,0.4444946686553954,0.002542200032621622
12,original,N,New_N_013.wav,8-2,DeepONMF_H2,2,nndsvd,0.15605848702933378,2x212,0.0199456000700593,8,0.08643070439745511,0.2957986768813224,0.014846500009298325,2,0.09768527924977523,0.4240947081029619,0.004212800064124167
13,original,N,New_N_014.wav,8-2,DeepONMF_H2,2,nndsvd,0.15878057551035718,2x212,0.017999700037762523,8,0.07989809681930186,0.33203145295618014,0.01413879997562617,2,0.10720728316058034,0.48342676111051774,0.002970100031234324
14,original,N,New_N_015.wav,8-2,DeepONMF_H2,2,nndsvd,0.15916547099269063,2x212,0.017198099987581372,8,0.0886499104243541,0.26512650477330263,0.014119699946604669,2,0.1071275319694235,0.3123246869064874,0.002350600087083876
15,original,N,New_N_016.wav,8-2,DeepONMF_H2,2,nndsvd,0.15548139790965895,2x212,0.016959600034169853,8,0.08299914475842085,0.3196585882521187,0.013872200041078031,2,0.09913356032062577,0.3613760500069773,0.0023439000360667706
16,original,N,New_N_017.wav,8-2,DeepONMF_H2,2,nndsvd,0.15510281876666143,2x212,0.016050499980337918,8,0.09065815033330711,0.255948398111003,0.013115899986587465,2,0.09495928840519503,0.5013066409921759,0.0021904000313952565
17,original,N,New_N_018.wav,8-2,DeepONMF_H2,2,nndsvd,0.15661547746237373,2x212,0.015009299968369305,8,0.08287208868623051,0.2922496091646711,0.012183999991975725,2,0.10415999492371536,0.3852168096644484,0.002192300045862794
18,original,N,New_N_019.wav,8-2,DeepONMF_H2,2,nndsvd,0.15845054782623638,2x212,0.015428400016389787,8,0.08472267437354099,0.2711591574453555,0.012049500015564263,2,0.10330821122727066,0.36092156593189767,0.0026396000757813454
19,original,N,New_N_020.wav,8-2,DeepONMF_H2,2,nndsvd,0.15862423803483316,2x212,0.014873499982059002,8,0.08445212627034077,0.24485504333482558,0.01182909996714443,2,0.10668245050889551,0.43100271226528153,0.0021467999322339892
20,original,N,New_N_021.wav,8-2,DeepONMF_H2,2,nndsvd,0.1564099452277689,2x212,0.016011199913918972,8,0.08560304146214714,0.2910832012568383,0.012765899999067187,2,0.10124138013989262,0.37000423127959353,0.002311800024472177
21,original,N,New_N_022.wav,8-2,DeepONMF_H2,2,nndsvd,0.15894125145610577,2x212,0.015111200045794249,8,0.0818964237396118,0.23019487164744104,0.012284699943847954,2,0.10820057830795397,0.3078470166916374,0.00205629994161427
