,N,AS,MR,MS,MVP
N,81.0,0.0,16.0,0.0,3.0
AS,0.0,74.5,21.5,0.5,3.5000000000000004
MR,0.5,1.0,88.5,3.0,7.000000000000001
MS,1.0,1.0,21.5,66.5,10.0
MVP,8.5,4.5,13.0,4.5,69.5
