,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,2,2
real_AS,0,39,0,1,0
real_MR,0,2,31,5,2
real_MS,1,1,1,37,0
real_MVP,1,4,2,3,30
