,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,33,0,0,4,3
real_AS,0,31,5,4,0
real_MR,0,2,29,6,3
real_MS,3,1,1,33,2
real_MVP,1,2,2,1,34
