clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,34,157,3,6,0.955,0.85,0.98125,0.918918918918919,0.9156249999999999,40
AS,34,150,10,6,0.92,0.85,0.9375,0.7727272727272727,0.89375,40
MR,31,154,6,9,0.925,0.775,0.9625,0.8378378378378378,0.86875,40
MS,32,148,12,8,0.9,0.8,0.925,0.7272727272727273,0.8625,40
MVP,29,151,9,11,0.9,0.725,0.94375,0.7631578947368421,0.834375,40
PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.8,0.95,0.8039829302987199,0.875,200
