indice_interno,distribucion,numero_capas,error_final,forma_h_final,segundos_extraccion,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h
0,8-6-5-4,4,0.31658825805598706,4x212,0.05208250001305714,8,0.06867954069028494,0.3863470079572137,6,0.245055144727406,0.2200513686798983,5,0.2713799180283426,0.19802849146018048,4,0.38737246583685764,0.2098511128823827
1,8-6-5-4,4,0.2779711201372181,4x212,0.04314560000784695,8,0.07401385016259768,0.4108736892591097,6,0.20916370163625725,0.27283368464854724,5,0.23746212358736601,0.2542015575653339,4,0.3147189116149437,0.24860840502530623
2,8-6-5-4,4,0.3420603067011544,4x212,0.04371440000250004,8,0.07508238169729366,0.3363582255488888,6,0.20549208063491234,0.1718204751535032,5,0.31469077793344896,0.1628044774989093,4,0.2630103310212426,0.15111940489282982
3,8-6-5-4,4,0.3342334915181535,4x212,0.038097299984656274,8,0.07777835992524645,0.3141512654026875,6,0.16126950959329617,0.16329678258844824,5,0.1983979255436828,0.11882976459165581,4,0.28229768990862825,0.0980173298229466
4,8-6-5-4,4,0.31704644583552183,4x212,0.03995569999096915,8,0.0735635834955929,0.3155136667744441,6,0.25844106934566435,0.1851487868397107,5,0.22798133031667336,0.16714368218135062,4,0.364134746037385,0.16094189637018816
5,8-6-5-4,4,0.35534937057201577,4x212,0.03146980001474731,8,0.07235180377259791,0.3443095046869515,6,0.24886443121950613,0.12472557374167476,5,0.3525897553640775,0.14166644102846207,4,0.13402000817228915,0.09160565723770599
6,8-6-5-4,4,0.3041773972769602,4x212,0.03138050000416115,8,0.07203602860686986,0.3839278001014825,6,0.19245544564250838,0.26908928043096403,5,0.272037465475161,0.1772499038888588,4,0.29092875052903105,0.19856296171169777
7,8-6-5-4,4,0.335305679581687,4x212,0.02754020001157187,8,0.07689901754865619,0.37838661317771677,6,0.19636868867813087,0.17806276646192912,5,0.24907235311381914,0.16934575245879366,4,0.2927962205878865,0.1590495812937758
8,8-6-5-4,4,0.3134055105755743,4x212,0.034354700008407235,8,0.0585736871917826,0.33673683159272466,6,0.17798838065794848,0.2395818898963019,5,0.22723999182581547,0.21993258678152333,4,0.21278585991955024,0.2142788379746217
9,8-6-5-4,4,0.3197578455767978,4x212,0.030181400012224913,8,0.06651334209936297,0.36541410737452146,6,0.21018338099815054,0.24410699145645454,5,0.19503717958499714,0.22342265127747907,4,0.2866359763414421,0.21033160875917967
10,8-6-5-4,4,0.35157310535227476,4x212,0.045673999993596226,8,0.07314317719576546,0.39400552337083583,6,0.2222525478456715,0.21721945529543416,5,0.23977001720385493,0.20719831951796602,4,0.2787463850910837,0.21068941479802705
11,8-6-5-4,4,0.3831099173983879,4x212,0.04062270000576973,8,0.08524725232087053,0.30724815871294275,6,0.25848385046450534,0.19767874778239727,5,0.2646868780368928,0.19690295136867225,4,0.3556678204857309,0.12555307542882185
12,8-6-5-4,4,0.34666850435514507,4x212,0.04507809999631718,8,0.07385759047930798,0.35227016149390206,6,0.16281398224964086,0.22195619445759532,5,0.22238106934584623,0.19468466654169,4,0.37342518030769895,0.1255226064360482
13,8-6-5-4,4,0.3178074747841084,4x212,0.04310249999980442,8,0.06939474854317124,0.4129031039943759,6,0.185346642281503,0.24333395766757743,5,0.28083571580794,0.22007649585259662,4,0.3230659438205944,0.21059886174602324
14,8-6-5-4,4,0.3412328696428212,4x212,0.04215769999427721,8,0.07823118715754634,0.37454718175916557,6,0.14617646705491097,0.2675724190540483,5,0.3452947916476307,0.14537700219910837,4,0.28802497930896154,0.19488315239595352
15,8-6-5-4,4,0.27943885059786017,4x212,0.04458590000285767,8,0.08068939657039208,0.3019905341657572,6,0.20548969100523812,0.1546263182257063,5,0.16623271413537558,0.11314141556638709,4,0.3048186349069132,0.11130492087425749
16,8-6-5-4,4,0.3492225999927773,4x212,0.04162549998727627,8,0.06430447074474419,0.3510989547412406,6,0.20872725997258645,0.1918836972891769,5,0.23838649974607412,0.15588507997642279,4,0.29156728725901554,0.1609617745441409
17,8-6-5-4,4,0.3653504908573273,4x212,0.03939839999657124,8,0.07355850578775104,0.3591032637802825,6,0.31482912933176793,0.1983730928699244,5,0.22310135680015916,0.1651938161873941,4,0.34080797974780114,0.15060804586627358
18,8-6-5-4,4,0.3796295837920694,4x212,0.04199299999163486,8,0.07611953335418274,0.31032693908697434,6,0.20373227279034786,0.16834100831241774,5,0.3561868756237453,0.12695868615594919,4,0.3135837666680501,0.1011355353082617
19,8-6-5-4,4,0.386513824533178,4x212,0.04126900000846945,8,0.09372601621492498,0.360796165843536,6,0.14682232457625996,0.2290366409480111,5,0.2861790338052059,0.14381384754930793,4,0.3577998163933088,0.13822654551238064
20,8-6-5-4,4,0.31762869598041227,4x212,0.04232069998397492,8,0.07641270780804764,0.3445414952176503,6,0.21952479819900433,0.18911669110901116,5,0.22673945261438014,0.16767283133235397,4,0.2569960727773905,0.1501635339063077
21,8-6-5-4,4,0.38940483473837717,4x212,0.044874000013805926,8,0.07888870286738547,0.40083033400151574,6,0.15656427011517335,0.11213712709887874,5,0.22148528962164027,0.10951685845345982,4,0.2599017516519967,0.12068702893356992
22,8-6-5-4,4,0.41452021140111045,4x212,0.04434979998040944,8,0.09595084710676863,0.3276764202031825,6,0.21290512761425054,0.15709660266957381,5,0.18189619292024695,0.13512414410960308,4,0.3864874472201159,0.0975853868000988
23,8-6-5-4,4,0.30423055833234314,4x212,0.03600740002002567,8,0.08392927718077817,0.3602148124380961,6,0.15452855733708074,0.22762030738452196,5,0.20808099060559831,0.19696169265379843,4,0.30632983540130215,0.1798704787963087
24,8-6-5-4,4,0.29955624028407185,4x212,0.04509439997491427,8,0.08351883256833614,0.3574608685619938,6,0.20002820622611686,0.25821667843801527,5,0.22855869963560327,0.1710595089207428,4,0.299986304455936,0.1854907917183797
25,8-6-5-4,4,0.279199920075789,4x212,0.04425150001770817,8,0.08273545697902918,0.36369989895155336,6,0.2003162206967448,0.2151826248118068,5,0.20595487224138131,0.18420720898164486,4,0.2411416611314135,0.16624750754131165
26,8-6-5-4,4,0.28067286121092055,4x212,0.04138280000188388,8,0.07477021040645893,0.25637482445676774,6,0.13701469845872827,0.20448235492097805,5,0.1966971475711781,0.17212175392059847,4,0.2877359830729388,0.16718619288978967
27,8-6-5-4,4,0.2997002667738666,4x212,0.04830320001929067,8,0.07144455040240687,0.33731754888915244,6,0.2124178287667697,0.20979508192935276,5,0.20905181750859428,0.1906848224433468,4,0.36417070901473514,0.19608554595440264
28,8-6-5-4,4,0.31907309700673936,4x212,0.03337709998595528,8,0.07808577964070149,0.2911646370253057,6,0.23230511100656445,0.15506253536071224,5,0.2535478549364909,0.1328482032463218,4,0.18509179623406663,0.13601432782678827
29,8-6-5-4,4,0.3805213423765,4x212,0.03771540001616813,8,0.07134928809960507,0.26944249897608596,6,0.2778302461868509,0.16255869454089752,5,0.37248600733673237,0.224760310352874,4,0.11669406352414378,0.15184427369745793
30,8-6-5-4,4,0.3330705751769456,4x212,0.03828759997850284,8,0.0626871388217657,0.3754558073970153,6,0.1810355585613064,0.29145026470639745,5,0.2945394333681604,0.23050878365781627,4,0.34474801647933984,0.22419983458495873
31,8-6-5-4,4,0.38394195797200076,4x212,0.0368900999892503,8,0.08238119705692905,0.3076052259417744,6,0.2406751579122262,0.18937937294413668,5,0.2373565014737678,0.17361985800790547,4,0.29454369531716934,0.16492940122908037
32,8-6-5-4,4,0.30168552925817443,4x212,0.041076499997871,8,0.07397735689506608,0.3721426043037686,6,0.21033617307669394,0.245891769533445,5,0.2239135878840892,0.23753203450677524,4,0.3119792578000936,0.21751581489095131
33,8-6-5-4,4,0.27562615889667264,4x212,0.034725200006505474,8,0.07230556540115507,0.3231001908914349,6,0.1484240418635609,0.18874809341587548,5,0.279146237753713,0.13964563250525294,4,0.2919883520830048,0.15626544053684402
34,8-6-5-4,4,0.3423847667369513,4x212,0.03521919998456724,8,0.07151184945104291,0.26729086760453846,6,0.2432941376531001,0.17088529375705738,5,0.20494057702462654,0.16326272827800523,4,0.340837947575273,0.1596879444108616
