,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.5,0.0
AS,0.0,96.5,2.5,0.0,1.0
MR,0.0,4.5,93.0,2.0,0.5
MS,0.0,1.5,1.5,94.5,2.5
MVP,1.5,3.0,3.5000000000000004,2.0,90.0
