,N,AS,MR,MS,MVP
N,90.0,0.0,1.0,1.5,7.5
AS,0.0,93.5,5.5,1.0,0.0
MR,2.0,6.0,90.5,0.0,1.5
MS,0.0,1.0,7.5,85.0,6.5
MVP,3.0,6.0,14.000000000000002,4.5,72.5
