,N,AS,MR,MS,MVP
N,97.0,0.0,1.0,0.0,2.0
AS,0.5,94.0,4.0,0.0,1.5
MR,2.5,4.0,90.0,2.0,1.5
MS,1.0,1.5,0.0,93.0,4.5
MVP,6.0,3.0,1.5,1.5,88.0
