clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,37,159,1,3,0.98,0.925,0.99375,0.9736842105263158,0.9593750000000001,40
AS,37,153,7,3,0.95,0.925,0.95625,0.8409090909090909,0.940625,40
MR,35,156,4,5,0.955,0.875,0.975,0.8974358974358975,0.925,40
MS,36,158,2,4,0.97,0.9,0.9875,0.9473684210526315,0.9437500000000001,40
MVP,35,154,6,5,0.945,0.875,0.9625,0.8536585365853658,0.91875,40
PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.9750000000000002,0.9026112313018603,0.9375,200
