,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,35,0,1,1,3
real_AS,0,34,3,2,1
real_MR,0,4,32,4,0
real_MS,2,0,4,34,0
real_MVP,1,3,3,3,30
