snr_db,DeepONMF,NMF,ONMF
8.0,0.9800000000000001,0.9815999999999999,0.9808
5.0,0.9827999999999999,0.9795999999999999,0.9783999999999999
0.0,0.9792,0.9795999999999999,0.9812
-5.0,0.9756,0.9752000000000001,0.9732000000000001
-8.0,0.9724,0.9720000000000001,0.974
