,N,AS,MR,MS,MVP
N,97.5,0.0,1.0,0.0,1.5
AS,0.0,96.0,2.5,1.0,0.5
MR,1.5,2.0,93.5,2.0,1.0
MS,0.0,1.0,2.0,93.5,3.5000000000000004
MVP,1.5,3.5000000000000004,2.0,1.5,91.5
