,N,AS,MR,MS,MVP
N,78.0,0.5,18.5,0.0,3.0
AS,0.0,76.0,17.0,0.5,6.5
MR,0.0,5.0,85.5,1.0,8.5
MS,1.0,0.5,25.0,61.0,12.5
MVP,8.5,3.5000000000000004,19.5,2.5,66.0
