,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,33,0,0,2,5
real_AS,0,33,3,2,2
real_MR,0,9,29,2,0
real_MS,6,17,0,12,5
real_MVP,11,5,3,0,21
