distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
8-4-3,3,KNN,DeepONMF_H3,1,PROMEDIO_MACRO,173,773,27,27,0.9460000000000001,0.8649999999999999,0.9662499999999999,0.8707414224856084,0.915625,200
8-4-3,3,KNN,DeepONMF_H3,2,PROMEDIO_MACRO,168,768,32,32,0.9359999999999999,0.8399999999999999,0.96,0.8469905120460458,0.9,200
8-4-3,3,KNN,DeepONMF_H3,3,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9574999999999999,0.83423086320691,0.89375,200
8-4-3,3,KNN,DeepONMF_H3,4,PROMEDIO_MACRO,173,773,27,27,0.9460000000000001,0.865,0.9662500000000002,0.8703952315654444,0.915625,200
8-4-3,3,KNN,DeepONMF_H3,5,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.873627495462795,0.90625,200
8-4-3,3,KNN,DeepONMF_W,1,PROMEDIO_MACRO,134,734,66,66,0.868,0.67,0.9175000000000001,0.7247138047138048,0.79375,200
8-4-3,3,KNN,DeepONMF_W,2,PROMEDIO_MACRO,119,719,81,81,0.8380000000000001,0.595,0.8987499999999999,0.6478835978835977,0.7468750000000001,200
8-4-3,3,KNN,DeepONMF_W,3,PROMEDIO_MACRO,130,730,70,70,0.86,0.65,0.9125,0.6978492822966508,0.78125,200
8-4-3,3,KNN,DeepONMF_W,4,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.6399999999999999,0.9099999999999999,0.6621521647751155,0.7750000000000001,200
8-4-3,3,KNN,DeepONMF_W,5,PROMEDIO_MACRO,120,720,80,80,0.8400000000000001,0.6,0.9,0.6465865760928856,0.75,200
8-4-3,3,SVM,DeepONMF_H3,1,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.9138143392597264,0.94375,200
8-4-3,3,SVM,DeepONMF_H3,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8814380024566539,0.925,200
8-4-3,3,SVM,DeepONMF_H3,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.9700000000000001,0.8789843233360563,0.925,200
8-4-3,3,SVM,DeepONMF_H3,4,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9027519305120284,0.9375,200
8-4-3,3,SVM,DeepONMF_H3,5,PROMEDIO_MACRO,182,782,18,18,0.9640000000000001,0.9099999999999999,0.9775,0.914227443066123,0.94375,200
8-4-3,3,SVM,DeepONMF_W,1,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.755,0.9387500000000001,0.792287203835591,0.846875,200
8-4-3,3,SVM,DeepONMF_W,2,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.755492992992993,0.840625,200
8-4-3,3,SVM,DeepONMF_W,3,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.755,0.93875,0.7700256916996047,0.846875,200
8-4-3,3,SVM,DeepONMF_W,4,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.7549999999999999,0.9387500000000001,0.7640756981933452,0.846875,200
8-4-3,3,SVM,DeepONMF_W,5,PROMEDIO_MACRO,145,745,55,55,0.89,0.725,0.93125,0.7385242386543645,0.828125,200
8-4-3,3,UjaNet,DeepONMF_H3,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887500000000001,0.9550785735445555,0.971875,200
8-4-3,3,UjaNet,DeepONMF_H3,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.9049999999999999,0.9762500000000001,0.9069393724521179,0.940625,200
8-4-3,3,UjaNet,DeepONMF_H3,3,PROMEDIO_MACRO,187,787,13,13,0.9739999999999999,0.9350000000000002,0.9837499999999999,0.9364335664335665,0.959375,200
8-4-3,3,UjaNet,DeepONMF_H3,4,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862500000000001,0.9467357346855512,0.965625,200
8-4-3,3,UjaNet,DeepONMF_H3,5,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9606097560975609,0.975,200
8-4-3,3,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,178,778,22,22,0.9560000000000001,0.89,0.9724999999999999,0.8934048881417302,0.93125,200
8-4-3,3,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.9700000000000001,0.8907544018182316,0.925,200
8-4-3,3,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.9279999999999999,0.82,0.9550000000000001,0.8434491126581036,0.8875,200
8-4-3,3,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,179,779,21,21,0.9579999999999999,0.8949999999999999,0.9737500000000001,0.8944844819263423,0.934375,200
8-4-3,3,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.9637499999999999,0.8635008622813501,0.909375,200
