fold,clase,etiqueta_binaria,archivo,ruta,error_vs_N,afinidad_mejorada_N,afinidad_f8_N,error_vs_AS,afinidad_mejorada_AS,afinidad_f8_AS,error_vs_MR,afinidad_mejorada_MR,afinidad_f8_MR,error_vs_MS,afinidad_mejorada_MS,afinidad_f8_MS,error_vs_MVP,afinidad_mejorada_MVP,afinidad_f8_MVP
3,N,normal,New_N_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_001.wav,0.07296234657116929,2.6178117712994715,0.6592032653491093,0.11830015771078536,2.1345301748559513,0.004571953581177981,0.10948342737857196,2.2119820893207627,0.01202101355651815,0.09530122494933102,2.3507126147914605,0.05692145247881222,0.08119547679042852,2.510895737917434,0.26728231503438243
3,N,normal,New_N_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_002.wav,0.07334339954851668,2.612602764147397,0.589116269300899,0.1138166876403163,2.173166127967433,0.0071275086756696845,0.10796062575622184,2.2259886946633043,0.01350037136892317,0.0889482652662041,2.419700367407806,0.10739441958060457,0.08006959831676917,2.524859043560994,0.28286143107390366
3,N,normal,New_N_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_003.wav,0.07061811823094578,2.650468535240971,0.6354213893975019,0.12164780618932271,2.1066252437062336,0.0019608362721201915,0.11319558380330016,2.1786381263123933,0.005108389731969277,0.0889528702340355,2.4196485974422073,0.07961711875010238,0.07791875063006554,2.5520886537848027,0.2778922658483063
3,N,normal,New_N_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_004.wav,0.07355871856602186,2.609671299653028,0.5363381240995205,0.11907778106061281,2.1279783770305754,0.0037971998928618745,0.11016139185864894,2.205808789759123,0.010013964487332851,0.08979506166132456,2.4102252978217176,0.09173963085918557,0.07727271271405411,2.5604143907025216,0.3581110806610991
3,N,normal,New_N_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_005.wav,0.07628806321679386,2.5732387983199154,0.594981160817447,0.13144557081581013,2.0291624231946974,0.0018301536590578783,0.1212186810120541,2.1101590834614883,0.005348679638136491,0.0896747615611063,2.411565914490032,0.14616329446423817,0.08449269536639889,2.4710901937236853,0.25167671142112047
3,N,normal,New_N_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_006.wav,0.07698645947562513,2.5641257235579547,0.6132745893104881,0.12634491334974507,2.068739704369524,0.003631913986286484,0.1179826078256741,2.137218056687485,0.008660076445213152,0.09697072489794767,2.333346151206899,0.07687342830442621,0.08394600577982492,2.477581475151234,0.29755999195358623
3,N,normal,New_N_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_007.wav,0.07869320342573236,2.5421984878251385,0.5613254301077952,0.12557141979532424,2.0748806002416162,0.00478091617572465,0.11992075106893504,2.120924162124227,0.00849164461524005,0.09504273225125631,2.3534286753460947,0.10650559919720586,0.08425518504508264,2.4739051680815813,0.3188964099040343
3,N,normal,New_N_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_008.wav,0.07458609866574796,2.5958011340999656,0.6089813155807515,0.1258356259379405,2.0727787797527766,0.002496364315988335,0.11693968741240805,2.146096969297805,0.006481819444470137,0.0937295352575679,2.3673419285464172,0.07813901725198766,0.08106654919361578,2.5124848666511954,0.30390148340680245
3,N,normal,New_N_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_009.wav,0.07274625682115478,2.620777826884442,0.63167296648031,0.11751620296384731,2.1411790573402607,0.004594973047639717,0.10919486894679227,2.214621204442025,0.011473852607248534,0.09338731127813546,2.3709997965294236,0.06526450581941384,0.07992005192376897,2.526728494945241,0.2869937020453877
3,N,normal,New_N_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_010.wav,0.07919646004969197,2.5358236775029415,0.5865556789801659,0.13580753914973334,1.9965165488320094,0.001926531395524881,0.12436165862405921,2.084561356601181,0.006122205501275434,0.09630257386790546,2.340260232934969,0.1041987444074792,0.08579455071007257,2.455799786042779,0.3011968397155546
3,N,normal,New_N_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_011.wav,0.08225928109238605,2.4978790556736032,0.5349093657189163,0.13284208686870774,2.0185941729560066,0.003906900161514835,0.12560590902670338,2.074605979663735,0.007897036957188065,0.09582755911208418,2.3452049619715805,0.14295577119611003,0.08785762249087258,2.43203770100013,0.3103309259662708
3,N,normal,New_N_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_012.wav,0.08747762031072277,2.436372286210204,0.5317164589180087,0.13203359338423082,2.024698893439129,0.009037469595726709,0.12412721015120419,2.086448350924735,0.018623672405056163,0.10552816996391055,2.248777347831947,0.10203870438820507,0.09241287869604013,2.38148893021969,0.3385836946930034
3,N,normal,New_N_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_013.wav,0.07533675885165846,2.5857870979295656,0.6305218515562845,0.1321923117025756,2.023497509817165,0.0015054088474544347,0.12092973641123708,2.112545592867829,0.004978037976650035,0.09423089924519004,2.3620071337209243,0.08479034310441963,0.08304174926551082,2.488411794450317,0.2782043585151913
3,N,normal,New_N_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_014.wav,0.081528895704139,2.5067977730557502,0.6068871413059876,0.13101406321213224,2.032450608778513,0.004723852514636115,0.12285957822096336,2.096713216257593,0.010514773072614423,0.10094073378702376,2.29322172855985,0.09033831547220622,0.08914160601455931,2.4175290948596,0.2875359176345556
3,N,normal,New_N_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_015.wav,0.08122456205485715,2.5105375891945756,0.5670359526388887,0.12207480353476934,2.1031212784170776,0.010145045114167963,0.11418213669504491,2.1699604152295873,0.02207295094794448,0.10041752413143436,2.2984185438136135,0.08563227855400038,0.08718937867303868,2.43967275969421,0.3151137727449984
3,N,normal,New_N_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_016.wav,0.07630716874507955,2.572988390385934,0.6028188080635277,0.12699376674607585,2.063617274467605,0.0029673303453025476,0.11810228126954994,2.136204239542434,0.0075371259475476345,0.09155319981180839,2.390835056950743,0.12190371061464648,0.08415482420844926,2.475097031308224,0.26477302502897565
3,N,normal,New_N_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_017.wav,0.0808117137556809,2.5156333517387712,0.5789861245797222,0.12723733136762705,2.0617011855400356,0.005843611374655431,0.12276479322401349,2.0974850045056175,0.00909850725779759,0.09708911523502171,2.3321260084748356,0.11557136417690159,0.08777842679804657,2.432939516982828,0.29050039261092314
3,N,normal,New_N_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_018.wav,0.07764788663548967,2.555570946300127,0.5907285206485302,0.124784233962313,2.081169161457355,0.0045948503279096,0.11716933859276502,2.144135052169375,0.010069316158167715,0.09751893365885264,2.327708728458192,0.07625312408722336,0.08364804934769529,2.481137171035842,0.31835418877816896
3,N,normal,New_N_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_019.wav,0.07989416980982238,2.5270523974602,0.5074123542078367,0.12062979500735611,2.115028968756731,0.00858799685048201,0.11588813175059275,2.155129934651165,0.013806782180024667,0.09374576174624724,2.3671688231935604,0.1267643661282984,0.0837924565681616,2.479412292632258,0.34342850063335817
3,N,normal,New_N_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_020.wav,0.07981768996439678,2.5280101203416385,0.4933537895616037,0.13243960434025784,2.0216285537716296,0.0025269570597967078,0.1238072375956028,2.089029458440455,0.006002789106429132,0.09057119875195417,2.4016190110424356,0.16790854828526117,0.08382358056795734,2.479040920051385,0.3302079159869092
3,N,normal,New_N_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_021.wav,0.07277721416527397,2.620352365007037,0.6069207217363931,0.11515010979537639,2.161518699217188,0.005757930702840995,0.10856729877407638,2.220385033087713,0.011872092391923649,0.08933603170984394,2.415350381888365,0.09831515453909656,0.07990844113566378,2.5268737855364662,0.27713410062974564
