indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_0db,N,New_N_001.wav,28,DeepONMF_H1,1,nndsvd,0.23659111839630523,28x212,0.02779650001320988,28,0.23659111839630523,0.27862619673332795,0.02674419991672039
1,SNR_0db,N,New_N_002.wav,28,DeepONMF_H1,1,nndsvd,0.23593916295476952,28x212,0.0300821999553591,28,0.23593916295476952,0.29652239643976963,0.029271599953062832
2,SNR_0db,N,New_N_003.wav,28,DeepONMF_H1,1,nndsvd,0.24009373677479737,28x212,0.026049400097690523,28,0.24009373677479737,0.29394086567658967,0.025290700024925172
3,SNR_0db,N,New_N_004.wav,28,DeepONMF_H1,1,nndsvd,0.2392554452781999,28x212,0.024986400036141276,28,0.2392554452781999,0.29493086374694416,0.024224800057709217
4,SNR_0db,N,New_N_005.wav,28,DeepONMF_H1,1,nndsvd,0.23702425265022364,28x212,0.026413500076159835,28,0.23702425265022364,0.2892733036651364,0.02534289995674044
5,SNR_0db,N,New_N_006.wav,28,DeepONMF_H1,1,nndsvd,0.23787133868970145,28x212,0.02498270000796765,28,0.23787133868970145,0.28960428327922016,0.024300599936395884
6,SNR_0db,N,New_N_007.wav,28,DeepONMF_H1,1,nndsvd,0.23792671002400081,28x212,0.025208399980328977,28,0.23792671002400081,0.2927137804662721,0.02441939990967512
7,SNR_0db,N,New_N_008.wav,28,DeepONMF_H1,1,nndsvd,0.23451522456746207,28x212,0.0243829000974074,28,0.23451522456746207,0.2866279745089007,0.02338600007351488
8,SNR_0db,N,New_N_009.wav,28,DeepONMF_H1,1,nndsvd,0.23693042427982963,28x212,0.025957299978472292,28,0.23693042427982963,0.28765339064178297,0.025164700113236904
9,SNR_0db,N,New_N_010.wav,28,DeepONMF_H1,1,nndsvd,0.23780944744036298,28x212,0.02514569996856153,28,0.23780944744036298,0.28920208024424493,0.0243058999767527
10,SNR_0db,N,New_N_011.wav,28,DeepONMF_H1,1,nndsvd,0.2370780756637273,28x212,0.028146500000730157,28,0.2370780756637273,0.29534088968688804,0.02741099998820573
11,SNR_0db,N,New_N_012.wav,28,DeepONMF_H1,1,nndsvd,0.2408048426960774,28x212,0.026200199965387583,28,0.2408048426960774,0.28401727700550417,0.02549819997511804
12,SNR_0db,N,New_N_013.wav,28,DeepONMF_H1,1,nndsvd,0.23499351610628375,28x212,0.02702020003926009,28,0.23499351610628375,0.29492821386459345,0.026209000032395124
13,SNR_0db,N,New_N_014.wav,28,DeepONMF_H1,1,nndsvd,0.23405765822878632,28x212,0.028338999953120947,28,0.23405765822878632,0.28710381720400063,0.0274078999646008
14,SNR_0db,N,New_N_015.wav,28,DeepONMF_H1,1,nndsvd,0.2427805073447242,28x212,0.027920300024561584,28,0.2427805073447242,0.28666494119770947,0.027024699957109988
