,N,AS,MR,MS,MVP
N,98.5,0.0,1.0,0.0,0.5
AS,0.0,96.0,3.0,1.0,0.0
MR,2.0,5.0,89.5,2.5,1.0
MS,0.0,0.0,0.5,94.0,5.5
MVP,4.5,2.0,2.0,3.0,88.5
